DATE,NCF,RCF
3/10/17,97,91.8
4/10/17,99,92.5
5/10/17,98.65,92.25
6/10/17,97.35,90.8
9/10/17,96.65,90.8
10/10/17,95.35,90.85
11/10/17,96.05,90.55
12/10/17,95.15,91.4
13/10/17,95.75,91.2
16/10/17,96.15,92.05
17/10/17,96.15,92.3
18/10/17,97.1,92.5
19/10/17,96.75,91.85
20/10/17,97.15,91.95
23/10/17,96.55,91.8
24/10/17,97.2,92.35
25/10/17,97.15,91.95
26/10/17,97.1,92.15
27/10/17,98.6,92.5
30/10/17,99.4,93.05
31/10/17,99.9,94.8
1/11/17,100,95.25
2/11/17,100.2,95.05
3/11/17,99,94
6/11/17,98.75,94.75
7/11/17,98.5,94.8
8/11/17,98,94.95
9/11/17,97.7,94.7
10/11/17,97.65,95.35
13/11/17,97.8,94.75
14/11/17,97.6,94.25
15/11/17,97.55,93.85
16/11/17,96.75,93.95
17/11/17,96.55,93.8
20/11/17,96.25,94.05
21/11/17,95.9,93.8
22/11/17,96.2,93.9
24/11/17,93.75,92.15
27/11/17,95.05,91.85
28/11/17,96.4,92.05
29/11/17,96.8,93
30/11/17,96.8,92.7
1/12/17,96.95,92.7
4/12/17,97.3,93.55
5/12/17,96.55,93.35
6/12/17,97.1,93.9
7/12/17,97.25,93.7
8/12/17,97.55,94.4
11/12/17,98.05,94.7
12/12/17,98.65,95.3
13/12/17,99.65,95
14/12/17,99.7,95.1
15/12/17,100,95.15
18/12/17,100.15,95.1
19/12/17,100.3,94.85
20/12/17,100.25,94.85
21/12/17,100.2,94.8
22/12/17,100.2,94.8
26/12/17,100.2,94.8
27/12/17,100.2,94.8
28/12/17,101.2,94.8
29/12/17,101.65,95.6
2/01/18,102.65,96.65
3/01/18,103.8,96.45
4/01/18,104.95,96.15
8/01/18,106.75,96.45
9/01/18,107,96.1
10/01/18,106.55,95.65
11/01/18,106.1,95.4
12/01/18,105.85,95.55
16/01/18,106.45,95.35
17/01/18,106.55,95.2
18/01/18,106.75,95
19/01/18,106.75,95.2
22/01/18,106.5,95.25
23/01/18,106.5,95.25
24/01/18,106.95,95.15
25/01/18,106.5,95.2
26/01/18,108.25,92.4
29/01/18,109,91.2
30/01/18,107.15,90.85
31/01/18,104.35,89.6
1/02/18,104.4,87.75
2/02/18,104.75,88.4
5/02/18,104.55,87.25
6/02/18,104,85.5
7/02/18,102.75,85.65
8/02/18,100.9,83.65
9/02/18,101.15,82.25
12/02/18,101.65,82.45
13/02/18,102.65,84.45
14/02/18,104.4,85.05
15/02/18,104.15,84.9
16/02/18,104.7,85.15
20/02/18,105.25,85.65
21/02/18,105.55,85.6
22/02/18,105.65,86
23/02/18,108.15,87
26/02/18,104.6,83.55
27/02/18,104.3,82.05
28/02/18,104.25,81.55
1/03/18,102.9,79.2
2/03/18,102.9,78.95
5/03/18,102,80.05
6/03/18,101.5,81.1
7/03/18,99.75,81.5
8/03/18,99.95,81.1
9/03/18,99.4,81.3
12/03/18,98,80.95
13/03/18,98,81.35
14/03/18,97.7,81.05
15/03/18,97.85,80.95
16/03/18,97.15,80
19/03/18,96.75,79.5
20/03/18,97.35,80.5
21/03/18,97.15,80.4
22/03/18,96.7,80.2
23/03/18,96.75,79.55
26/03/18,96.6,79.45
27/03/18,96.9,79.35
28/03/18,96.65,79.4
29/03/18,92.25,79.5
3/04/18,92,80.7
4/04/18,93.55,79.9
5/04/18,94.15,80.55
6/04/18,93.9,81.2
9/04/18,94.2,82.1
10/04/18,93.5,82.15
11/04/18,93.65,82.25
12/04/18,93.65,81.95
13/04/18,93.4,81.8
16/04/18,93,81.85
17/04/18,92.05,81.15
18/04/18,92.65,81.3
19/04/18,93.75,81.8
20/04/18,93.45,81.8
23/04/18,93.35,81.95
24/04/18,93.25,81.8
25/04/18,93.45,81.8
26/04/18,93.5,81.7
27/04/18,97.25,84.6
30/04/18,99.4,85.2
1/05/18,102.05,85.3
2/05/18,101,85.1
3/05/18,100.1,85.2
4/05/18,100.55,85.25
7/05/18,100.55,85.25
8/05/18,101,86.75
9/05/18,100.7,87.1
10/05/18,101.5,88.1
11/05/18,101.75,88.45
14/05/18,102.5,89.65
15/05/18,104.25,89.5
16/05/18,104.6,89.7
17/05/18,104.15,90.2
18/05/18,104.35,89.6
21/05/18,104.6,89.6
22/05/18,105.2,89.65
23/05/18,104.75,89.45
24/05/18,104.7,89.75
25/05/18,106.6,91.6
29/05/18,106.85,94.2
30/05/18,108.65,95.75
31/05/18,110.15,95
1/06/18,111.05,95.3
4/06/18,113.3,95.75
5/06/18,113,94.9
6/06/18,112.8,94.8
7/06/18,114.1,95.4
8/06/18,113.85,95.5
11/06/18,114.35,96.15
12/06/18,115.55,96.85
13/06/18,116,96.8
14/06/18,115.5,96.75
15/06/18,115,96.5
18/06/18,115.9,96.8
19/06/18,115.35,97
20/06/18,114.45,96.6
21/06/18,114,96
22/06/18,114.05,96
25/06/18,114.5,96.1
26/06/18,114.75,96.05
27/06/18,114.4,96
28/06/18,114.4,96
29/06/18,113.9,98.15
2/07/18,115,98.75
3/07/18,115.35,99.4
5/07/18,116.6,100.4
6/07/18,116.1,100.2
9/07/18,116.1,101.95
10/07/18,117.45,102.2
11/07/18,117.9,102.6
12/07/18,118.05,101.55
13/07/18,117.7,101.4
16/07/18,118.25,100.7
17/07/18,118.7,100.8
18/07/18,119.6,101.85
19/07/18,119.3,100.95
20/07/18,117.7,100.15
23/07/18,118.65,100.75
24/07/18,119.3,100.9
25/07/18,119.9,100.95
26/07/18,119.9,101
27/07/18,115.2,94.7
30/07/18,115.55,94.8
31/07/18,117.55,95.1
1/08/18,117.8,95.15
2/08/18,117.35,94.75
3/08/18,117.45,94.45
6/08/18,116.8,96.05
7/08/18,116,96.75
8/08/18,115.9,96.4
9/08/18,116.3,96.45
10/08/18,116.65,96.85
13/08/18,117.5,97.6
14/08/18,118.4,98.2
15/08/18,118.15,97.6
16/08/18,118.1,97.85
17/08/18,118,98.2
20/08/18,117.65,98.2
21/08/18,117.55,97.5
22/08/18,117.5,96.9
23/08/18,117.15,96.95
24/08/18,117.9,97
27/08/18,118.9,98
28/08/18,117.5,97.6
29/08/18,117.65,97.9
30/08/18,117.5,97.9
31/08/18,115.2,98.8
4/09/18,115.35,100.75
5/09/18,114.8,101.45
6/09/18,114.8,101
7/09/18,114.55,99.75
10/09/18,115.3,100.25
11/09/18,115.65,100.95
12/09/18,115.05,100.5
13/09/18,115.3,100.4
14/09/18,115.4,99.5
17/09/18,114.6,99.35
18/09/18,114.15,98.65
19/09/18,114.5,100.3
20/09/18,113.15,99.65
21/09/18,113.45,100.3
24/09/18,113.75,100.35
25/09/18,113.7,100.3
26/09/18,113.7,100.3
27/09/18,113.7,100.35
28/09/18,114.15,100.95
1/10/18,114.6,101.8
2/10/18,114.05,101.2
3/10/18,113.9,101.65
4/10/18,113.75,100.8
5/10/18,113.65,101.35
8/10/18,112.75,101.3
9/10/18,110.95,100.8
10/10/18,109.85,99.9
11/10/18,108.7,99.1
12/10/18,109.2,99.1
15/10/18,109.25,99.1
16/10/18,109.1,99.05
17/10/18,109.15,99.3
18/10/18,109.75,99.7
19/10/18,110,100.5
22/10/18,110.1,100.35
23/10/18,109.5,100.4
24/10/18,109.75,100.35
25/10/18,109.75,100.4
26/10/18,108,98.85
29/10/18,108,99.2
30/10/18,107.5,98.7
31/10/18,105.2,97.55
1/11/18,102.85,95.35
2/11/18,103.4,96.1
5/11/18,103.9,94.7
6/11/18,103.5,93.25
7/11/18,105.45,94
8/11/18,105.35,92.3
9/11/18,105.9,91.7
12/11/18,105.85,92.8
13/11/18,105.5,91.45
14/11/18,103.35,90.5
15/11/18,104.15,89.95
16/11/18,102.5,89.1
19/11/18,102.95,88.75
20/11/18,102.3,88.05
21/11/18,102.45,87.8
26/11/18,101.4,88.55
27/11/18,101.55,88.6
28/11/18,101.55,88.6
29/11/18,101.55,88.6
30/11/18,102.9,86.2
3/12/18,102.45,86
4/12/18,102.85,85.8
5/12/18,102.65,86.05
6/12/18,102.55,86.4
7/12/18,102.55,86.55
10/12/18,102.65,86.55
11/12/18,102.15,86.95
12/12/18,101.65,87.7
13/12/18,102.15,87.9
14/12/18,102.3,88.5
17/12/18,101.85,88.6
18/12/18,101.5,88.4
19/12/18,101.6,88.25
20/12/18,101.65,88.55
21/12/18,101.7,88
26/12/18,101,87.5
27/12/18,101.55,87.25
28/12/18,102.6,86.05
2/01/19,101.1,85.45
3/01/19,99.6,83.75
4/01/19,99.5,83.45
7/01/19,99.05,81.5
8/01/19,97.8,82.05
9/01/19,98.1,82.05
10/01/19,97.85,82.15
11/01/19,98.05,82.55
14/01/19,97.35,82
15/01/19,98.7,82.5
16/01/19,99.7,82.95
17/01/19,100.3,83.4
18/01/19,99.75,83.2
22/01/19,99.2,82
23/01/19,99.2,81.95
24/01/19,99,81.85
25/01/19,99.45,79.75
28/01/19,99.45,79
29/01/19,99.2,79.75
30/01/19,99.3,79.85
31/01/19,99,79.05
1/02/19,98.35,77.75
4/02/19,98.2,76.3
5/02/19,98.3,75.7
6/02/19,98.3,76.05
7/02/19,97.8,75.2
8/02/19,97.2,74.1
11/02/19,96.7,73.6
12/02/19,95.65,73.15
13/02/19,95.7,74.1
14/02/19,94.95,73.75
15/02/19,94.85,74.1
19/02/19,95.2,74.05
20/02/19,95.2,74.35
21/02/19,95.2,74.25
22/02/19,93.6,73.05
25/02/19,93.7,73.25
26/02/19,94.8,74.05
27/02/19,94.9,75.05
28/02/19,96.05,75.05
1/03/19,97,74.6
4/03/19,98.15,75.1
5/03/19,98.05,74.5
6/03/19,97.45,73.45
7/03/19,97.6,73.15
8/03/19,95.55,72.35
11/03/19,94.55,72.3
12/03/19,95.05,72.65
13/03/19,94.5,71.8
14/03/19,94.6,71.95
15/03/19,93.85,71.4
18/03/19,93.8,71.45
19/03/19,93.45,71.25
20/03/19,93.55,71.2
21/03/19,93.5,70.95
22/03/19,93.3,70.85
25/03/19,93.55,70.7
26/03/19,93.2,70.7
27/03/19,93.5,70.6
28/03/19,92.95,70.45
29/03/19,84.7,61.95
1/04/19,82.5,58.75
2/04/19,81.1,56.4
3/04/19,79,54.8
4/04/19,77.7,56.05
5/04/19,78.85,56.25
8/04/19,80.4,58.7
9/04/19,81.2,59.05
10/04/19,82.2,59.8
11/04/19,84.15,59.8
12/04/19,84.2,60.15
15/04/19,84.35,59.4
16/04/19,84.1,59.6
17/04/19,84.6,59.6
18/04/19,84.45,59.4
22/04/19,84.45,59.4
23/04/19,84.6,59.65
24/04/19,84.65,59.35
25/04/19,85.45,59.35
26/04/19,87,59.4
29/04/19,86.9,58.85
30/04/19,87.3,59.05
1/05/19,87.2,58.35
2/05/19,87.2,59.15
3/05/19,87.6,60.9
6/05/19,86.95,60.5
7/05/19,87,59.6
8/05/19,87.2,60.45
9/05/19,86.25,59.35
10/05/19,86.15,59.15
13/05/19,85.55,58.7
14/05/19,84.8,59.25
15/05/19,84.45,58.95
16/05/19,84.15,58.5
17/05/19,84.1,58.4
20/05/19,83.85,58.3
21/05/19,83.85,58.2
22/05/19,84,58
23/05/19,83.75,57.8
24/05/19,83.65,57.5
28/05/19,83.3,57.05
29/05/19,83.45,56.9
30/05/19,83.4,56.8
31/05/19,75.8,52.9
3/06/19,73.25,51.55
4/06/19,73.35,52.3
5/06/19,72.85,51.6
6/06/19,73,51.85
7/06/19,72.8,52.35
10/06/19,73.5,53
11/06/19,74.15,51.05
12/06/19,71.95,50.5
13/06/19,71.85,50.25
14/06/19,71.4,50
17/06/19,71.15,49.35
18/06/19,70.8,48.65
19/06/19,70.6,48.7
20/06/19,70.5,48.95
21/06/19,71.3,49
24/06/19,70.6,48.95
25/06/19,70.95,48.95
26/06/19,70.9,48.9
27/06/19,71,48.9
28/06/19,67.25,49.6
1/07/19,68,50.55
2/07/19,70,51.45
3/07/19,72.75,52.8
8/07/19,75.2,57.05
9/07/19,74.9,56.4
10/07/19,75.45,58.1
11/07/19,75.05,58.5
12/07/19,74.6,57.85
15/07/19,74.35,57.75
16/07/19,73.3,57.3
17/07/19,74.3,57.8
18/07/19,73.85,57.65
19/07/19,74.1,58
22/07/19,74.5,58.1
23/07/19,73.85,58.1
24/07/19,74.2,58.1
25/07/19,74.4,58.1
26/07/19,73.4,59.7
29/07/19,71.6,58
30/07/19,69.65,57.9
31/07/19,69.45,57.9
1/08/19,69.45,58.55
2/08/19,69.15,58.15
5/08/19,68.9,57.05
6/08/19,68.05,56.1
7/08/19,67.75,56.15
8/08/19,67.8,56.5
9/08/19,67.85,56.25
12/08/19,67.3,56.3
13/08/19,67.15,56.4
14/08/19,66.85,56.1
15/08/19,66.35,56
16/08/19,66.3,55.9
19/08/19,66.35,55.8
20/08/19,65.95,55.65
21/08/19,65.45,55.35
22/08/19,65.35,55.1
23/08/19,65.75,54.9
26/08/19,65.75,54.9
27/08/19,65.4,54.95
28/08/19,65.6,54.8
29/08/19,65.3,54.7
30/08/19,65.75,55
3/09/19,66.5,56.95
4/09/19,66.35,56.75
5/09/19,66.9,57.4
6/09/19,66.25,57.65
9/09/19,65.55,58.4
10/09/19,65.8,60.65
11/09/19,65.35,60.45
12/09/19,65.5,60.75
13/09/19,65.7,60.95
16/09/19,66.15,61.75
17/09/19,65.6,61.55
18/09/19,65.35,61.05
19/09/19,65.55,60.9
20/09/19,65.45,61.25
23/09/19,65.35,60.9
24/09/19,65.2,61
25/09/19,65.4,60.25
26/09/19,65.15,60.9
27/09/19,68.15,59.65
30/09/19,70.05,60.9
1/10/19,67.4,60
2/10/19,66.25,59.4
3/10/19,64.8,59.2
4/10/19,65.2,59.65
7/10/19,66.45,60.25
8/10/19,66.9,61.3
9/10/19,67.45,60.75
10/10/19,67.4,60.7
11/10/19,66.4,60.75
14/10/19,66.52,60.92
15/10/19,66.9,60.43
16/10/19,67.3,60.25
17/10/19,67.55,60.1
18/10/19,67.5,60
21/10/19,67.6,60.1
22/10/19,67.45,60.15
23/10/19,67,60.15
24/10/19,67.25,59.9
25/10/19,67.15,57.3
28/10/19,66.85,56.4
29/10/19,66.95,56.7
30/10/19,66.95,56.2
31/10/19,66.9,56.4
1/11/19,67.25,56.95
4/11/19,67.35,56.75
5/11/19,67.15,56.9
6/11/19,66.55,56.1
7/11/19,66.45,56.2
8/11/19,66.8,55.8
12/11/19,66.55,55.3
13/11/19,66.7,55.3
14/11/19,66.7,55.75
15/11/19,67.15,55.85
18/11/19,67.5,54.8
19/11/19,67.4,55.35
20/11/19,67.45,55.5
21/11/19,67.55,56.05
22/11/19,67.9,55.95
25/11/19,66.75,55.9
26/11/19,67.4,56.15
27/11/19,67.75,55.85
29/11/19,69.35,58.65
2/12/19,67.6,57.3
3/12/19,67.4,56.4
4/12/19,66.8,56
5/12/19,66.55,55.2
6/12/19,66.4,54.35
9/12/19,66.2,54.2
10/12/19,66,53.6
11/12/19,66.1,53.5
12/12/19,66.5,54
13/12/19,66.3,53.6
16/12/19,66.45,53.5
17/12/19,65.9,53.5
18/12/19,66.2,53.5
19/12/19,66.45,53.35
20/12/19,66.35,53.45
23/12/19,65.8,53.4
24/12/19,66.5,53.2
26/12/19,66.5,53.2
27/12/19,68.4,54.2
30/12/19,67.7,52.75
31/12/19,67.7,53
2/01/20,67.9,52.1
3/01/20,67.5,52.75
6/01/20,67.25,52.65
7/01/20,67.15,52.55
8/01/20,67.1,52.5
9/01/20,68.95,52.7
10/01/20,70.9,52.9
13/01/20,72.25,53.5
14/01/20,70.8,52.2
15/01/20,70.5,51.8
16/01/20,70.45,51
17/01/20,70,50.5
21/01/20,69.05,50.6
22/01/20,67.9,50.25
23/01/20,69.1,50.4
24/01/20,69.1,50.25
27/01/20,69.1,50.35
28/01/20,68.35,50.35
29/01/20,68.6,50.15
30/01/20,68.65,50.45
31/01/20,66.3,48.1
3/02/20,66.3,47.7
4/02/20,68.55,48.9
5/02/20,69.3,49.45
6/02/20,69.7,48.9
7/02/20,68.5,48.2
10/02/20,68.1,47.5
11/02/20,68.95,48
12/02/20,68.9,48.75
13/02/20,69.1,49.9
14/02/20,69.45,50.3
18/02/20,68.4,49.7
19/02/20,68.2,49.3
20/02/20,68.6,48.4
21/02/20,67.9,48.3
24/02/20,68,48
25/02/20,67.9,48.15
26/02/20,67.75,48
27/02/20,67.9,47.9
28/02/20,66.4,46.65
2/03/20,66.35,46.85
3/03/20,66.2,46.95
4/03/20,65.75,47.3
5/03/20,66.4,47.8
6/03/20,65.9,47.4
9/03/20,65.15,46.4
10/03/20,65.3,46.4
11/03/20,65.65,46.5
12/03/20,65.4,45.8
13/03/20,65.8,46.55
16/03/20,65.55,46.5
17/03/20,66.05,47.1
18/03/20,66.1,47.8
19/03/20,66.15,46.9
20/03/20,66.3,47.5
23/03/20,66.05,47.4
24/03/20,66.5,47.65
25/03/20,66.35,48.25
26/03/20,66.5,47.95
27/03/20,71.65,52.6
30/03/20,69,50.75
31/03/20,67.85,49.3
1/04/20,66.7,48.1
2/04/20,66.2,47.45
3/04/20,66.05,46.1
6/04/20,64.15,46.3
7/04/20,63.8,47.05
8/04/20,62.65,46.6
9/04/20,63.6,46.8
13/04/20,63.6,46.7
14/04/20,62.75,45.75
15/04/20,62.25,45.3
16/04/20,61.9,45.5
17/04/20,62,45.4
20/04/20,61.5,45.55
21/04/20,61.25,45.45
22/04/20,61.15,45.15
23/04/20,60.95,44.9
24/04/20,52.55,41.1
27/04/20,50.5,39.1
28/04/20,51.25,38.45
29/04/20,51.25,39
30/04/20,52.35,39.85
1/05/20,51.25,39.5
4/05/20,50.6,39
5/05/20,50.5,39.6
6/05/20,51.2,40
7/05/20,51.15,40.2
8/05/20,51.15,40
11/05/20,51.7,39.9
12/05/20,52,39.7
13/05/20,52.4,39.35
14/05/20,51.75,39.1
15/05/20,50.95,38.75
18/05/20,51.4,38.85
19/05/20,51.8,38.85
20/05/20,52.05,38.8
21/05/20,51.9,38.75
22/05/20,51.95,38.65
26/05/20,52.4,38.6
27/05/20,52.5,38.7
28/05/20,52.25,38.8
29/05/20,53.9,42.1
1/06/20,55.65,44.85
2/06/20,55.55,46.75
3/06/20,55.8,46.6
4/06/20,55.2,45.7
5/06/20,55.6,46.2
8/06/20,54.85,45.95
9/06/20,53.7,45.6
10/06/20,53.05,44.95
11/06/20,52.9,44.35
12/06/20,53,44.5
15/06/20,53.4,45
16/06/20,53.35,44.8
17/06/20,53.35,44.6
18/06/20,52.95,44.7
19/06/20,53.1,45
22/06/20,53.1,45.6
23/06/20,53,44.85
24/06/20,52.85,45.25
25/06/20,53.25,45.25
26/06/20,54.2,49.45
29/06/20,52.7,50.05
30/06/20,52.15,49.85
1/07/20,51.6,49.95
6/07/20,52.65,51.2
7/07/20,53,50.65
8/07/20,52.55,49.5
9/07/20,52.4,49.3
10/07/20,52.4,48.7
13/07/20,52.2,48.8
14/07/20,52.5,48.65
15/07/20,52.6,49
16/07/20,52.35,49
17/07/20,52.2,49.25
20/07/20,52,49.05
21/07/20,52.05,49.6
22/07/20,52.1,49.7
23/07/20,51.95,49.6
24/07/20,52,49.55
27/07/20,52.25,49.5
28/07/20,51.8,49.7
29/07/20,51.8,49.7
30/07/20,51.9,49.85
31/07/20,52.7,51.9
3/08/20,52.6,51.7
4/08/20,52.45,51.6
5/08/20,51.6,51.3
6/08/20,50.2,50.2
7/08/20,51.2,50.8
10/08/20,50.5,50.55
11/08/20,49.9,50.3
12/08/20,49.5,49.7
13/08/20,49.9,49.5
14/08/20,50.4,49.25
17/08/20,50.45,49.4
18/08/20,50.45,49.35
19/08/20,50.25,49.15
20/08/20,50.1,48.9
21/08/20,49.8,48.65
24/08/20,49.7,48.8
25/08/20,49.75,48.9
26/08/20,49.7,48.95
27/08/20,49.8,48.9
28/08/20,50.6,52.2
31/08/20,51.95,52.9
