Date,Price,,,
8/12/15,37.25,,,
7/12/15,36.97,,,
4/12/15,38.4,,,
3/12/15,38.04,,,
2/12/15,38.61,,,
1/12/15,39.28,,,
30/11/15,38.65,,,
27/11/15,38.02,,,
26/11/15,37.57,,,
25/11/15,37.61,,,
24/11/15,37.38,,,
23/11/15,36.98,,,
20/11/15,36.87,,,
19/11/15,37.3,,,
18/11/15,37.11,,,
17/11/15,37.95,,,
16/11/15,37.28,,,
13/11/15,36.9,,,
12/11/15,36.75,,,
11/11/15,37.1,,,
10/11/15,37.5,,,
9/11/15,38.17,,,
6/11/15,39.14,,,
5/11/15,38.73,,,
4/11/15,38.95,,,
3/11/15,39,,,
2/11/15,38.99,,,
30/10/15,39.45,,,
29/10/15,40.11,,,
28/10/15,39.36,,,
27/10/15,39.33,,,
26/10/15,39.14,,,
23/10/15,39.7,,,
22/10/15,39.85,,,
21/10/15,40.11,,,
20/10/15,40.35,,,
19/10/15,40.79,,,
16/10/15,40.36,,,
15/10/15,40.48,,,
14/10/15,40.35,,,
13/10/15,40.79,,,
12/10/15,41.18,,,
9/10/15,42.11,,,
8/10/15,41.99,,,
7/10/15,41.68,,,
6/10/15,42.34,,,
5/10/15,41.4,,,
2/10/15,41.1,,,
1/10/15,41.25,,,
30/09/15,41.7,,,
29/09/15,41.96,,,
28/09/15,40.05,,,
25/09/15,40.53,,,
24/09/15,40.18,,,
23/09/15,40.53,,,
22/09/15,40.35,,,
21/09/15,39.8,,,
18/09/15,40.64,,,
17/09/15,41.07,,,
16/09/15,41.41,,,
15/09/15,41.01,,,
14/09/15,41.31,,,
11/09/15,41.39,,,
10/09/15,41.38,,,
9/09/15,41.28,,,
8/09/15,41.18,,,
7/09/15,41.39,,,
4/09/15,41.4,,,
3/09/15,41.66,,,
2/09/15,41.52,,,
1/09/15,41.3,,,
31/08/15,40.88,,,
28/08/15,40.88,,,
27/08/15,40.64,,,
26/08/15,38.96,,,
25/08/15,38.58,,,
24/08/15,37.97,,,
21/08/15,38.78,,,
20/08/15,38.5,,,
19/08/15,39.01,,,
18/08/15,39.4,,,
17/08/15,39.5,,,
14/08/15,40.04,,,
13/08/15,40.09,,,
12/08/15,40.29,,,
11/08/15,40.84,,,
10/08/15,40.6,,,
7/08/15,40.66,,,
6/08/15,41.22,,,
5/08/15,40.72,,,
4/08/15,41.31,,,
3/08/15,41.67,,,
31/07/15,42.35,,,
30/07/15,42.57,,,
29/07/15,42.63,,,
28/07/15,42.86,,,
27/07/15,42.53,,,
24/07/15,42.01,,,
23/07/15,42.35,,,
22/07/15,42.32,,,
21/07/15,43.2,,,
20/07/15,43.2,,,
17/07/15,42.91,,,
16/07/15,43.36,,,
15/07/15,43.25,,,
14/07/15,43.26,,,
13/07/15,43.78,,,
10/07/15,43.98,,,
9/07/15,43.65,,,
8/07/15,43.13,,,
7/07/15,42.77,,,
6/07/15,42.86,,,
3/07/15,43.14,,,
2/07/15,43.18,,,
1/07/15,42.58,,,
30/06/15,42.13,,,
29/06/15,41.85,,,
26/06/15,42.36,,,
25/06/15,42.7,,,
24/06/15,43.27,,,
23/06/15,43.38,,,
22/06/15,43.73,,,
19/06/15,42.46,,,
18/06/15,42.26,,,
17/06/15,41.93,,,
16/06/15,42.61,,,
15/06/15,42.3,,,
12/06/15,42.3,,,
11/06/15,42.39,,,
10/06/15,43.43,,,
9/06/15,43.67,,,
8/06/15,43.53,,,
5/06/15,42.55,,,
4/06/15,42.47,,,
3/06/15,42.73,,,
2/06/15,42.26,,,
1/06/15,41.65,,,
29/05/15,41.89,,,
28/05/15,41.83,,,
27/05/15,41.91,,,
26/05/15,41.72,,,
25/05/15,41.44,,,
22/05/15,41.44,,,
21/05/15,41.64,,,
20/05/15,41.91,,,
19/05/15,41.86,,,
18/05/15,42.11,,,
15/05/15,42.57,,,
14/05/15,42.31,,,
13/05/15,43.16,,,
12/05/15,42.98,,,
11/05/15,43.03,,,
8/05/15,41.98,,,
7/05/15,42.25,,,
6/05/15,42.63,,,
5/05/15,42.41,,,
1/05/15,41.86,,,
30/04/15,41.94,,,
29/04/15,42.32,,,
28/04/15,43.73,,,
27/04/15,43.88,,,
24/04/15,44.23,,,
23/04/15,44.03,,,
22/04/15,44.49,,,
21/04/15,45.04,,,
20/04/15,44.49,,,
17/04/15,44.4,,,
16/04/15,45.24,,,
15/04/15,45.97,,,
14/04/15,45.63,,,
13/04/15,46.42,,,
10/04/15,46.11,,,
9/04/15,46.47,,,
8/04/15,46.03,,,
7/04/15,46.01,,,
6/04/15,47.14,,,
2/04/15,47.14,,,
1/04/15,46.89,,,
31/03/15,45.89,,,
30/03/15,46.29,,,
27/03/15,48.16,,,
26/03/15,48.17,,,
25/03/15,46.78,,,
24/03/15,47,,,
23/03/15,46.14,,,
20/03/15,46.05,,,
19/03/15,46.36,,,
18/03/15,46.71,,,
17/03/15,46.17,,,
16/03/15,46.16,,,
13/03/15,46.55,,,
12/03/15,47.14,,,
11/03/15,47.23,,,
10/03/15,46.26,,,
9/03/15,47,,,
6/03/15,45.22,,,
5/03/15,46.58,,,
4/03/15,47.96,,,
3/03/15,47.73,,,
2/03/15,48.59,,,
27/02/15,50.03,,,
26/02/15,50.64,,,
25/02/15,51.32,,,
24/02/15,49.33,,,
23/02/15,48.3,,,
20/02/15,49.28,,,
19/02/15,48.5,,,
18/02/15,50.43,,,
17/02/15,50.96,,,
16/02/15,51.4,,,
13/02/15,53.12,,,
12/02/15,54.69,,,
11/02/15,51.47,,,
10/02/15,50.07,,,
9/02/15,47.39,,,
6/02/15,47.17,,,
5/02/15,48.35,,,
4/02/15,46.23,,,
3/02/15,45.79,,,
2/02/15,46.08,,,
30/01/15,45.86,,,
29/01/15,46.71,,,
28/01/15,46.36,,,
27/01/15,45.62,,,
26/01/15,44.82,,,
23/01/15,44.53,,,
22/01/15,45.07,,,
21/01/15,45.57,,,
20/01/15,44.56,,,
19/01/15,44.74,,,
16/01/15,45.75,,,
15/01/15,47.3,,,
14/01/15,48.66,,,
13/01/15,48.37,,,
12/01/15,46.86,,,
9/01/15,46.14,,,
8/01/15,46.23,,,
7/01/15,46.34,,,
6/01/15,46.28,,,
5/01/15,47.59,,,
2/01/15,47.99,,,
31/12/14,49.81,,,
30/12/14,50.61,,,
29/12/14,51.6,,,
26/12/14,54.05,,,
24/12/14,54.05,,,
23/12/14,53.12,,,
22/12/14,52.82,,,
19/12/14,53.56,,,
18/12/14,54.13,,,
17/12/14,53.91,,,
16/12/14,54.12,,,
15/12/14,53.67,,,
12/12/14,54.48,,,
11/12/14,54.24,,,
10/12/14,55.06,,,
9/12/14,55.36,,,
8/12/14,54.64,,,
5/12/14,55.51,,,
4/12/14,56.03,,,
3/12/14,56.27,,,
2/12/14,56.87,,,
1/12/14,57.69,,,
28/11/14,58.27,,,
27/11/14,59.08,,,
26/11/14,59.1,,,
25/11/14,59.43,,,
24/11/14,57.09,,,
21/11/14,56.12,,,
20/11/14,55.84,,,
19/11/14,55.37,,,
18/11/14,55.2,,,
17/11/14,55,,,
14/11/14,53.74,,,
13/11/14,53.99,,,
12/11/14,54.63,,,
11/11/14,54.3,,,
10/11/14,55.11,,,
7/11/14,55.08,,,
6/11/14,54.1,,,
5/11/14,53.84,,,
4/11/14,54.1,,,
3/11/14,54.73,,,
31/10/14,54.07,,,
30/10/14,55.57,,,
29/10/14,54.45,,,
28/10/14,53.81,,,
27/10/14,53.01,,,
24/10/14,53.27,,,
23/10/14,53.67,,,
22/10/14,53.93,,,
21/10/14,53.38,,,
20/10/14,53.47,,,
18/10/14,53.47,,,
17/10/14,54.01,,,
16/10/14,55.07,,,
15/10/14,54.22,,,
14/10/14,54.38,,,
13/10/14,54.03,,,
10/10/14,55.02,,,
9/10/14,55.46,,,
8/10/14,55.44,,,
7/10/14,54.6,,,
6/10/14,54.71,,,
3/10/14,55.08,,,
2/10/14,56.37,,,
1/10/14,56.87,,,
30/09/14,55.79,,,
29/09/14,55.83,,,
25/09/14,51.03,,,
24/09/14,50.17,,,
23/09/14,50.04,,,
22/09/14,50.89,,,
19/09/14,51.43,,,
18/09/14,51.5,,,
17/09/14,51.28,,,
16/09/14,51.31,,,
15/09/14,51.34,,,
12/09/14,49.59,,,
11/09/14,50,,,
10/09/14,49.67,,,
9/09/14,49.49,,,
8/09/14,50.7,,,
5/09/14,50.64,,,
4/09/14,50.77,,,
3/09/14,50.53,,,
2/09/14,51.24,,,
1/09/14,52.87,,,
29/08/14,51.1,,,
28/08/14,50.13,,,
27/08/14,42.9,,,
26/08/14,42.81,,,
25/08/14,42.04,,,
22/08/14,42.04,,,
21/08/14,41.06,,,
20/08/14,41.04,,,
19/08/14,42.52,,,
18/08/14,42.86,,,
15/08/14,44.82,,,
14/08/14,43.07,,,
13/08/14,41.7,,,
12/08/14,40.96,,,
11/08/14,41.31,,,
8/08/14,41.39,,,
7/08/14,41.53,,,
6/08/14,40.57,,,
5/08/14,39.85,,,
4/08/14,39.45,,,
1/08/14,40.79,,,
31/07/14,41.51,,,
30/07/14,41.39,,,
29/07/14,40.96,,,
28/07/14,43.16,,,
25/07/14,41.31,,,
24/07/14,38.79,,,
23/07/14,37.99,,,
22/07/14,37.3,,,
21/07/14,37.41,,,
18/07/14,38.6,,,
17/07/14,37.97,,,
16/07/14,36.98,,,
15/07/14,36.72,,,
14/07/14,37.43,,,
11/07/14,35.57,,,
10/07/14,35.57,,,
9/07/14,35.8,,,
8/07/14,36.29,,,
7/07/14,35.39,,,
4/07/14,36.51,,,
3/07/14,37.76,,,
2/07/14,38.38,,,
1/07/14,38.74,,,
30/06/14,39.6,,,
27/06/14,40.43,,,
26/06/14,39.3,,,
25/06/14,39.75,,,
24/06/14,39.68,,,
23/06/14,39.48,,,
20/06/14,39.99,,,
19/06/14,40.08,,,
18/06/14,40.52,,,
17/06/14,41.03,,,
16/06/14,42.61,,,
12/06/14,40.35,,,
11/06/14,40.46,,,
10/06/14,39.95,,,
9/06/14,40.35,,,
6/06/14,39.51,,,
5/06/14,40.42,,,
4/06/14,41.18,,,
3/06/14,42.29,,,
2/06/14,42.55,,,
30/05/14,44.14,,,
29/05/14,44.33,,,
28/05/14,41.63,,,
27/05/14,42.74,,,
26/05/14,44.51,,,
23/05/14,44.51,,,
22/05/14,44.48,,,
21/05/14,44.6,,,
20/05/14,44.31,,,
19/05/14,44.4,,,
16/05/14,44.28,,,
15/05/14,44.75,,,
14/05/14,45.22,,,
13/05/14,45.75,,,
12/05/14,46.27,,,
9/05/14,46.34,,,
8/05/14,46.12,,,
7/05/14,44.86,,,
6/05/14,45.73,,,
5/05/14,47.15,,,
2/05/14,47.15,,,
1/05/14,46.03,,,
30/04/14,46.27,,,
29/04/14,47.48,,,
28/04/14,48.38,,,
25/04/14,49,,,
24/04/14,48.91,,,
23/04/14,49.02,,,
22/04/14,49.17,,,
21/04/14,50.67,,,
17/04/14,50.67,,,
16/04/14,52.53,,,
15/04/14,52.55,,,
14/04/14,53.1,,,
11/04/14,52.1,,,
10/04/14,51.35,,,
9/04/14,51.1,,,
8/04/14,50.44,,,
7/04/14,51.59,,,
4/04/14,48.46,,,
3/04/14,48.6,,,
2/04/14,48.46,,,
1/04/14,50.57,,,
31/03/14,51.27,,,
28/03/14,52.5,,,
27/03/14,53.59,,,
26/03/14,54.56,,,
25/03/14,54.23,,,
24/03/14,54.71,,,
21/03/14,55.54,,,
20/03/14,56.06,,,
19/03/14,56.57,,,
18/03/14,57.98,,,
17/03/14,58.17,,,
14/03/14,59.02,,,
13/03/14,58.61,,,
12/03/14,58.18,,,
11/03/14,57.61,,,
10/03/14,58.23,,,
7/03/14,59.64,,,
6/03/14,58.6,,,
5/03/14,57.6,,,
4/03/14,58.1,,,
3/03/14,61.7,,,
28/02/14,56.15,,,
27/02/14,56.95,,,
26/02/14,56.03,,,
25/02/14,56.46,,,
24/02/14,56.64,,,
21/02/14,58.04,,,
20/02/14,58.45,,,
19/02/14,58.48,,,
18/02/14,59.25,,,
17/02/14,58.79,,,
14/02/14,58.46,,,
13/02/14,59.61,,,
12/02/14,60.76,,,
11/02/14,60.64,,,
10/02/14,60.84,,,
7/02/14,61.05,,,
6/02/14,61.45,,,
5/02/14,60.35,,,
4/02/14,60.56,,,
3/02/14,60.47,,,
31/01/14,61.12,,,
30/01/14,62.31,,,
29/01/14,63.08,,,
28/01/14,63.94,,,
27/01/14,64.03,,,
24/01/14,66.49,,,
23/01/14,65.55,,,
22/01/14,65.28,,,
21/01/14,66.1,,,
20/01/14,66.28,,,
17/01/14,65.89,,,
16/01/14,67.06,,,
15/01/14,66.59,,,
14/01/14,66.27,,,
13/01/14,66.3,,,
10/01/14,67.38,,,
9/01/14,68.25,,,
8/01/14,68.59,,,
7/01/14,68.03,,,
6/01/14,68.49,,,
3/01/14,68,,,
2/01/14,68.29,,,
1/01/14,68.91,,,
31/12/13,68.91,,,
30/12/13,69.18,,,
27/12/13,70.36,,,
26/12/13,70.41,,,
25/12/13,70.41,,,
24/12/13,70.41,,,
23/12/13,70.26,,,
20/12/13,70.4,,,
19/12/13,70.42,,,
18/12/13,70.52,,,
17/12/13,70.99,,,
16/12/13,70.94,,,
13/12/13,70.45,,,
12/12/13,70.15,,,
11/12/13,70.62,,,
10/12/13,70.66,,,
9/12/13,70.81,,,
6/12/13,71.67,,,
5/12/13,72.41,,,
4/12/13,72.63,,,
3/12/13,73.77,,,
2/12/13,72.27,,,
29/11/13,71.59,,,
28/11/13,71.05,,,
27/11/13,70.6,,,
26/11/13,70.14,,,
25/11/13,69.97,,,
22/11/13,70.15,,,
21/11/13,70.28,,,
20/11/13,70.52,,,
19/11/13,71.57,,,
18/11/13,72.14,,,
15/11/13,72.38,,,
14/11/13,71.55,,,
13/11/13,71.15,,,
12/11/13,71.19,,,
11/11/13,70.9,,,
8/11/13,70.09,,,
7/11/13,69.74,,,
6/11/13,70.45,,,
5/11/13,70.87,,,
4/11/13,70.2,,,
1/11/13,69.87,,,
31/10/13,70,,,
30/10/13,68.35,,,
29/10/13,68.47,,,
28/10/13,68.73,,,
25/10/13,69.02,,,
24/10/13,69.4,,,
23/10/13,69.31,,,
22/10/13,68.76,,,
21/10/13,68.9,,,
18/10/13,68.95,,,
17/10/13,68.83,,,
16/10/13,68.98,,,
15/10/13,69.33,,,
14/10/13,69.47,,,
11/10/13,69.74,,,
10/10/13,69.41,,,
9/10/13,69.74,,,
8/10/13,69.31,,,
7/10/13,69.49,,,
4/10/13,68.24,,,
3/10/13,67.93,,,
2/10/13,67.64,,,
1/10/13,67.7,,,
30/09/13,67.83,,,
27/09/13,65.74,,,
26/09/13,65.41,,,
25/09/13,65.16,,,
24/09/13,65.07,,,
23/09/13,65.43,,,
20/09/13,66.24,,,
19/09/13,65.89,,,
18/09/13,65.61,,,
17/09/13,65.6,,,
16/09/13,66.45,,,
13/09/13,66.41,,,
12/09/13,67.36,,,
11/09/13,66.88,,,
10/09/13,66.58,,,
9/09/13,66.74,,,
6/09/13,66.49,,,
5/09/13,65.97,,,
4/09/13,65.55,,,
3/09/13,65.83,,,
2/09/13,65.49,,,
30/08/13,65.19,,,
29/08/13,63.9,,,
28/08/13,64.06,,,
27/08/13,63.93,,,
26/08/13,63.75,,,
23/08/13,63.75,,,
22/08/13,64.42,,,
21/08/13,63.98,,,
20/08/13,64,,,
19/08/13,63.93,,,
16/08/13,64.06,,,
15/08/13,64.43,,,
14/08/13,64.62,,,
13/08/13,64.28,,,
12/08/13,64.34,,,
9/08/13,65.33,,,
8/08/13,65.21,,,
7/08/13,65.55,,,
6/08/13,65.15,,,
5/08/13,64.91,,,
2/08/13,65.15,,,
1/08/13,65.64,,,
31/07/13,66.27,,,
30/07/13,66.09,,,
29/07/13,66.1,,,
26/07/13,65.97,,,
25/07/13,66.19,,,
24/07/13,65.91,,,
23/07/13,66.1,,,
22/07/13,65.62,,,
19/07/13,65.48,,,
18/07/13,65.52,,,
17/07/13,65.39,,,
16/07/13,65.32,,,
15/07/13,65.27,,,
12/07/13,65.48,,,
11/07/13,65.79,,,
10/07/13,65.81,,,
9/07/13,65.7,,,
8/07/13,65.42,,,
5/07/13,65.38,,,
4/07/13,65.21,,,
3/07/13,65.48,,,
2/07/13,65.42,,,
1/07/13,65.47,,,
28/06/13,65.02,,,
27/06/13,63.37,,,
26/06/13,63.06,,,
25/06/13,63.49,,,
24/06/13,62.91,,,
21/06/13,63.09,,,
20/06/13,63.57,,,
19/06/13,63.82,,,
18/06/13,63.31,,,
17/06/13,64.16,,,
14/06/13,64.74,,,
13/06/13,63.53,,,
12/06/13,63.5,,,
11/06/13,63.16,,,
10/06/13,63.07,,,
7/06/13,63.07,,,
6/06/13,63.11,,,
5/06/13,63.61,,,
4/06/13,63.51,,,
3/06/13,63.69,,,
31/05/13,65.13,,,
30/05/13,65.16,,,
29/05/13,65.38,,,
28/05/13,65.41,,,
27/05/13,65.64,,,
24/05/13,65.64,,,
23/05/13,66.4,,,
22/05/13,66.42,,,
21/05/13,66.3,,,
20/05/13,65.98,,,
17/05/13,64.74,,,
16/05/13,64.86,,,
15/05/13,64.13,,,
14/05/13,64.11,,,
13/05/13,63.47,,,
10/05/13,63.21,,,
9/05/13,63.79,,,
8/05/13,64.15,,,
7/05/13,64.58,,,
6/05/13,64.03,,,
3/05/13,64.03,,,
2/05/13,63.46,,,
1/05/13,63.9,,,
30/04/13,63.93,,,
29/04/13,65.32,,,
26/04/13,64.72,,,
25/04/13,65.52,,,
24/04/13,65.47,,,
23/04/13,65.37,,,
22/04/13,65.78,,,
19/04/13,66.82,,,
18/04/13,66.97,,,
17/04/13,67.54,,,
16/04/13,68.22,,,
15/04/13,68.32,,,
12/04/13,68.14,,,
11/04/13,68.07,,,
10/04/13,67.94,,,
9/04/13,67.83,,,
8/04/13,67.17,,,
5/04/13,68,,,
4/04/13,67.86,,,
3/04/13,68.1,,,
2/04/13,66.92,,,
1/04/13,67.75,,,
29/03/13,67.75,,,
28/03/13,67.75,,,
27/03/13,73.38,,,
26/03/13,74.57,,,
25/03/13,73.99,,,
22/03/13,70.78,,,
21/03/13,69.64,,,
20/03/13,69.5,,,
19/03/13,68.93,,,
18/03/13,67.95,,,
15/03/13,67.54,,,
14/03/13,68.27,,,
13/03/13,69.18,,,
12/03/13,69.28,,,
11/03/13,69.04,,,
8/03/13,68.58,,,
7/03/13,68.95,,,
6/03/13,68.59,,,
5/03/13,68.33,,,
4/03/13,67.63,,,
1/03/13,67.25,,,
28/02/13,67.33,,,
27/02/13,67.98,,,
26/02/13,67.43,,,
25/02/13,68.05,,,
22/02/13,67.11,,,
21/02/13,66.76,,,
20/02/13,66.33,,,
19/02/13,65.98,,,
18/02/13,65.98,,,
15/02/13,66.23,,,
14/02/13,67.17,,,
13/02/13,66.47,,,
12/02/13,65.81,,,
11/02/13,65.35,,,
8/02/13,65.86,,,
7/02/13,66.09,,,
6/02/13,65.87,,,
5/02/13,66.54,,,
4/02/13,66.71,,,
1/02/13,66.27,,,
31/01/13,64.94,,,
30/01/13,66.19,,,
29/01/13,66.35,,,
28/01/13,66.89,,,
25/01/13,66.95,,,
24/01/13,65.63,,,
23/01/13,66.44,,,
22/01/13,66.49,,,
21/01/13,66.06,,,
18/01/13,67.31,,,
17/01/13,68.74,,,
16/01/13,67.84,,,
15/01/13,66.64,,,
14/01/13,67.2,,,
11/01/13,67.44,,,
10/01/13,67.17,,,
9/01/13,68.23,,,
8/01/13,67.38,,,
7/01/13,68.09,,,
4/01/13,66.65,,,
3/01/13,66.16,,,
2/01/13,64.69,,,
1/01/13,64.51,,,
31/12/12,64.51,,,
28/12/12,63.96,,,
27/12/12,63.96,,,
26/12/12,64.41,,,
25/12/12,64.41,,,
24/12/12,64.41,,,
21/12/12,66.06,,,
20/12/12,66.62,,,
19/12/12,67.06,,,
18/12/12,66.86,,,
17/12/12,66.67,,,
14/12/12,67.11,,,
13/12/12,66.7,,,
12/12/12,66.91,,,
11/12/12,66.77,,,
10/12/12,67.37,,,
7/12/12,69.14,,,
6/12/12,69.2,,,
5/12/12,70.36,,,
4/12/12,69.39,,,
3/12/12,69.05,,,
30/11/12,67.66,,,
29/11/12,66.4,,,
28/11/12,66.87,,,
27/11/12,66.94,,,
26/11/12,66.96,,,
23/11/12,68.61,,,
22/11/12,67.79,,,
21/11/12,67.74,,,
20/11/12,67.11,,,
19/11/12,67.55,,,
16/11/12,67.54,,,
15/11/12,67.35,,,
14/11/12,66.06,,,
13/11/12,66.4,,,
12/11/12,66.22,,,
9/11/12,66.09,,,
8/11/12,65.49,,,
7/11/12,65.39,,,
6/11/12,65.69,,,
5/11/12,64.74,,,
2/11/12,65.69,,,
1/11/12,66.03,,,
31/10/12,66.34,,,
30/10/12,67.18,,,
29/10/12,67.3,,,
26/10/12,67.71,,,
25/10/12,66.12,,,
24/10/12,67.19,,,
23/10/12,68.58,,,
22/10/12,69.11,,,
19/10/12,67.17,,,
18/10/12,64.86,,,
17/10/12,64.3,,,
16/10/12,63.77,,,
15/10/12,62.92,,,
12/10/12,63.59,,,
11/10/12,63.54,,,
10/10/12,64.09,,,
9/10/12,63.69,,,
8/10/12,64.35,,,
5/10/12,63.88,,,
4/10/12,62.63,,,
3/10/12,62.56,,,
2/10/12,62.13,,,
1/10/12,61.88,,,
28/09/12,62.07,,,
27/09/12,58.95,,,
26/09/12,59.15,,,
25/09/12,59.35,,,
24/09/12,58.95,,,
21/09/12,60.05,,,
20/09/12,59.55,,,
19/09/12,59.09,,,
18/09/12,59.34,,,
17/09/12,59.78,,,
14/09/12,60.69,,,
13/09/12,60.19,,,
12/09/12,59.42,,,
11/09/12,58.82,,,
10/09/12,59.39,,,
7/09/12,59.81,,,
6/09/12,60.23,,,
5/09/12,59.75,,,
4/09/12,59.72,,,
3/09/12,60.58,,,
31/08/12,58.91,,,
30/08/12,57.05,,,
29/08/12,57.01,,,
28/08/12,56.8,,,
27/08/12,57.42,,,
24/08/12,57.42,,,
23/08/12,57.37,,,
22/08/12,57.57,,,
21/08/12,57.54,,,
20/08/12,57.26,,,
17/08/12,56.44,,,
16/08/12,55.4,,,
15/08/12,55.47,,,
14/08/12,56.64,,,
13/08/12,56.74,,,
10/08/12,56.64,,,
9/08/12,56.33,,,
8/08/12,55.98,,,
7/08/12,55.33,,,
6/08/12,54.18,,,
3/08/12,54.15,,,
2/08/12,54.38,,,
1/08/12,54.58,,,
31/07/12,54.69,,,
30/07/12,53.34,,,
27/07/12,53.76,,,
26/07/12,54.04,,,
25/07/12,53.7,,,
24/07/12,53.36,,,
23/07/12,53.27,,,
20/07/12,54.05,,,
19/07/12,53.63,,,
18/07/12,53.77,,,
17/07/12,54.2,,,
16/07/12,54.59,,,
13/07/12,55.05,,,
12/07/12,55.1,,,
11/07/12,54.69,,,
10/07/12,55.52,,,
9/07/12,57.84,,,
6/07/12,56.85,,,
5/07/12,57.48,,,
4/07/12,56.81,,,
3/07/12,56.68,,,
2/07/12,55.67,,,
29/06/12,55.57,,,
28/06/12,54.93,,,
27/06/12,55.61,,,
26/06/12,54.51,,,
25/06/12,54.42,,,
22/06/12,54.53,,,
21/06/12,54.5,,,
20/06/12,53.78,,,
19/06/12,53.42,,,
18/06/12,53.87,,,
15/06/12,54.27,,,
14/06/12,54.05,,,
13/06/12,54.1,,,
12/06/12,54.33,,,
11/06/12,54.58,,,
8/06/12,54.64,,,
7/06/12,54.68,,,
6/06/12,55.03,,,
5/06/12,54.24,,,
4/06/12,54.24,,,
1/06/12,54.24,,,
31/05/12,53.98,,,
30/05/12,52.19,,,
29/05/12,54.27,,,
28/05/12,53.99,,,
25/05/12,52.75,,,
24/05/12,53.19,,,
23/05/12,52.63,,,
22/05/12,53.51,,,
21/05/12,52.94,,,
18/05/12,53.24,,,
17/05/12,54.23,,,
16/05/12,54.98,,,
15/05/12,55.33,,,
14/05/12,55.64,,,
11/05/12,56.43,,,
10/05/12,56.83,,,
9/05/12,57.1,,,
8/05/12,56.39,,,
7/05/12,57.64,,,
4/05/12,57.64,,,
3/05/12,56.97,,,
2/05/12,57.59,,,
1/05/12,58.59,,,
30/04/12,57.87,,,
27/04/12,57.64,,,
26/04/12,57.03,,,
25/04/12,56.85,,,
24/04/12,57.27,,,
23/04/12,57.85,,,
20/04/12,58.36,,,
19/04/12,57.75,,,
18/04/12,57.57,,,
17/04/12,58.25,,,
16/04/12,58.14,,,
13/04/12,59.91,,,
12/04/12,59.9,,,
11/04/12,58.93,,,
10/04/12,58.14,,,
9/04/12,58.57,,,
5/04/12,58.57,,,
4/04/12,58.48,,,
3/04/12,59.5,,,
2/04/12,59.7,,,
30/03/12,61.5,,,
29/03/12,60.27,,,
28/03/12,61,,,
27/03/12,59.41,,,
26/03/12,58.76,,,
23/03/12,58.27,,,
22/03/12,59.06,,,
21/03/12,60.43,,,
20/03/12,61.25,,,
19/03/12,61.28,,,
16/03/12,59.86,,,
15/03/12,59.65,,,
14/03/12,60.04,,,
13/03/12,58.93,,,
12/03/12,58.76,,,
9/03/12,59.63,,,
8/03/12,59.83,,,
7/03/12,57.59,,,
6/03/12,56.92,,,
5/03/12,57.48,,,
2/03/12,57.95,,,
1/03/12,58.48,,,
29/02/12,59.38,,,
28/02/12,60.73,,,
27/02/12,61.77,,,
24/02/12,59.85,,,
23/02/12,59.7,,,
22/02/12,59.47,,,
21/02/12,57.7,,,
20/02/12,56.77,,,
17/02/12,57.37,,,
16/02/12,57.29,,,
15/02/12,57.38,,,
14/02/12,56.24,,,
13/02/12,56.25,,,
10/02/12,58.94,,,
9/02/12,59.35,,,
8/02/12,59.22,,,
7/02/12,61.17,,,
6/02/12,59.45,,,
3/02/12,58.69,,,
2/02/12,58.48,,,
1/02/12,57,,,
31/01/12,56.25,,,
30/01/12,59.38,,,
27/01/12,56.89,,,
26/01/12,53.85,,,
25/01/12,54.98,,,
24/01/12,54.73,,,
23/01/12,54.02,,,
20/01/12,53.72,,,
19/01/12,52.47,,,
18/01/12,52.3,,,
17/01/12,51.67,,,
16/01/12,52.81,,,
13/01/12,54.18,,,
12/01/12,55.07,,,
11/01/12,55.45,,,
10/01/12,54.47,,,
9/01/12,54.84,,,
6/01/12,52.87,,,
5/01/12,52.95,,,
4/01/12,53.09,,,
3/01/12,52.75,,,
30/12/11,54.31,,,
29/12/11,53.79,,,
28/12/11,54.76,,,
27/12/11,55.62,,,
23/12/11,55.62,,,
22/12/11,56.13,,,
21/12/11,55.79,,,
20/12/11,56.64,,,
19/12/11,55.98,,,
16/12/11,56.61,,,
15/12/11,56.91,,,
14/12/11,57.52,,,
13/12/11,58.83,,,
12/12/11,58.68,,,
9/12/11,60.05,,,
8/12/11,58.68,,,
7/12/11,57.8,,,
6/12/11,57.74,,,
5/12/11,57.8,,,
2/12/11,58.55,,,
1/12/11,58.68,,,
30/11/11,60.08,,,
29/11/11,58.23,,,
28/11/11,59.54,,,
25/11/11,60.28,,,
24/11/11,60.54,,,
23/11/11,61.18,,,
22/11/11,61.76,,,
21/11/11,61.96,,,
18/11/11,61.09,,,
17/11/11,61.45,,,
16/11/11,62.48,,,
15/11/11,62.39,,,
14/11/11,62.35,,,
11/11/11,62.62,,,
10/11/11,63.75,,,
9/11/11,64.25,,,
8/11/11,65.89,,,
7/11/11,67.62,,,
4/11/11,65.44,,,
3/11/11,65.4,,,
2/11/11,65.23,,,
1/11/11,66.1,,,
31/10/11,66.79,,,
28/10/11,62.44,,,
27/10/11,63.15,,,
26/10/11,61.81,,,
25/10/11,62.83,,,
24/10/11,64.18,,,
21/10/11,63.77,,,
20/10/11,63.01,,,
19/10/11,63.29,,,
18/10/11,63.6,,,
17/10/11,65.17,,,
14/10/11,64.6,,,
13/10/11,64.08,,,
12/10/11,66.23,,,
11/10/11,66.2,,,
10/10/11,65.71,,,
