DATE,WTI_HH,NCF_RCF,NCF_WTI,NCF_HH,NCF_NBP,NCF_B,RCF_B,RCF_NBP,WTI_B,NBP_B,NBP_HH,WTI_HH_r,NCF_RCF_r,NCF_WTI_r,NCF_HH_r,NCF_NBP_r,NCF_B_r,RCF_B_r,RCF_NBP_r,WTI_B_r,NBP_B_r,NBP_HH_r
5/01/09,8.337907375643224,0.9200236966824644,1.5974079407529316,13.319039451114923,9.317754607614654,1.5648931882305523,1.700927045546151,10.127733276016444,0.9796453043127772,0.1679474566706973,1.4294258662092623,0.6807347587074665,1.057399422445509,0.8398524920899197,0.571716783552696,0.8321531806278856,0.7682969499500001,0.7265910436882168,0.7869809297827273,0.914799869246255,0.9232638507375481,0.6870331050364041
6/01/09,7.9606557377049185,0.9180790960451978,1.6731878088962109,13.319672131147541,9.094982421889604,1.6079556698990698,1.7514347912131407,9.906534699535138,0.9610132594498318,0.1767959073817534,1.464507737704918,-0.02221003146738472,0.9543762662352969,-45.07301996136743,1.0010731916720301,0.6439916379235469,2.5279961506619384,2.648846414249234,0.6747775072654351,-0.056086682295277995,3.925510832428007,1.5544816620598343
7/01/09,7.258064516129033,0.9118840579710146,1.8397660818713453,13.353140916808151,8.969184357199655,1.7150021805494986,1.8807239424334932,9.835882400616278,0.9321849105974706,0.19121049498473613,1.4887798471986418,3.47542559033498,1.2586666666666613,0.26745611015490456,0.9295238095238066,1.73693727272229,0.34624411134903527,0.27508801219467965,1.3799819433704694,1.294582917356042,0.19934174756142417,0.5351510524424238
8/01/09,6.993288590604027,0.9422619047619049,1.898992322456814,13.280201342281881,9.340781789565863,1.7718826953212448,1.880456682337139,9.913148077366172,0.933064696664428,0.18969319006044327,1.4217440939597317,-2.1060317460317437,-0.24369569824115497,-0.2539940942659741,0.5349196258287207,-0.1887671416329788,-0.24499564606516655,1.0053343076360963,0.7746018620574078,0.9645722148508515,1.2978723094801807,-2.833753910777377
9/01/09,7.266071428571428,0.9209580838323354,1.8898992381420499,13.73214285714286,9.019865309131195,1.7312021611886539,1.879783881134624,9.79400199366001,0.9160288158487168,0.19193215218370102,1.52243325,0.3932341650671787,4.775742261528752,1.1968069832883448,0.47062539481996113,-4.629496711581688,5.079343019583068,1.0635714285714262,-0.9693774198986506,4.244078694817667,-1.0971695922962839,-0.10165800391273415
12/01/09,6.735241502683363,0.9668711656441717,2.092961487383798,14.096601073345258,9.725988900104085,1.8364017711489165,1.8993241668608718,10.059239788813235,0.8774178513167095,0.18881388720577955,1.4493745796064401,41.83828950602125,-1.0315344603380991,-0.3307054616384907,-13.836150845253577,-0.497249934642949,-0.7268233450167441,0.7046040369591898,0.48204878631002657,2.1977966176176067,1.4616861549486992,27.82534472365219
13/01/09,6.626315789473685,0.9981308411214953,2.120730738681493,14.052631578947366,9.634827411192239,1.786749944233772,1.7900959179121125,9.652870159153274,0.8425161722061121,0.1854470109301807,1.4585244736842107,0.16197030061572318,-1.0756345177664937,5.176078680202895,0.8383710198430986,0.6317183252939882,0.36870108925549894,-0.3427754345603282,-0.5872983014767159,0.07123173970783736,0.583647924229384,1.3271279085547165
14/01/09,6.842778793418647,1.008176100628931,2.1413304835693294,14.652650822669106,9.286350079177286,1.7779503105590064,1.7635314995563443,9.211039691760377,0.830301685891748,0.1914584627329193,1.5778697440585012,0.22308940843319686,-0.06679151061174736,-0.06934346772417974,-0.015469793193293736,0.016352215965275904,0.11193508114858373,-1.6758878504672787,-0.2448247661342736,-1.6142123378342745,6.845254575054477,-0.9460365020951289
15/01/09,6.719165085388994,1.004968944099379,2.284665348771534,15.35104364326376,8.647400450864131,1.810248377713135,1.8012978294920565,8.604644453579265,0.7923472812709779,0.20934018124860146,1.7752206261859582,1.476008549292011,0.7439176543979993,-0.17339085748874206,-0.255926388022456,0.11148044222602044,-1.081625797782992,-1.4539590388646928,0.14985589005309166,6.238078601423491,-9.702381657134579,-2.2957066092685507
20/01/09,7.936213991769547,1.0436737315350033,2.1065595022037855,16.718106995884774,10.98222536623998,1.8626776707932142,1.7847317744154056,10.52266147399117,0.8842274186153142,0.16960839981659792,1.5222877366255145,-1.1470646985487112,-0.1314224409356944,0.048479526216142446,-0.05560915312490377,-0.020680961264434514,-0.18069498515531326,1.3749172810123664,0.15736248023694677,-3.7272432149954975,8.737262395344178,2.688905627444697
