NCF_r,RCF_r,WTI_r,HH_r,Brent_r,NBP_r
0.013605652,0.002184202,0.00938822,-0.048641807,-0.0054037,0.007718856
-0.005420067,-0.019831719,0.029525954,0.083630799,0.057140707,0.000448186
0.013495481,0,0.013671178,-0.002869442,0.006451151,0.072680641
-0.011459512,-0.000742115,-0.003555147,0.002869442,0.00507161,0.003247608
0.006756782,0.002224695,0.023263982,0.047561411,0.029901099,0.025778053
0.002018164,0.003696862,0.012926679,-0.082550403,0.015333108,-0.020426377
0,0.003683245,0.020399821,0.026355845,0.00694398,0.010624567
-0.007419933,-0.003683245,-0.016226938,0.008633147,-0.013220748,0.012904149
-0.004750603,-0.003696862,-0.058489039,-0.023189445,-0.049126512,0.00650471
-0.002724797,0.002219757,0.053419698,-0.020741484,0.052412463,0.019111126
0.00544219,0.000738825,0.034668572,0,0.02242531,-0.029307823
0.000678196,0.010286645,0.03043033,0.055327064,0.035350989,0.036051728
-0.001356852,0.007283353,0.007951496,0.022409901,0.016423361,-0.006200876
0.008113635,0.013693908,-0.000138956,0.046016237,-0.009046224,0.028092886
-0.002697237,0.000715564,-0.013853157,-0.057158414,-0.016709727,-0.025241778
-0.002704532,0.009964495,-0.005368761,-0.005617992,-0.001223741,0.021367194
0.00135318,-0.003547361,-0.016137444,-0.002820876,-0.014250721,0.001087263
0,0.003547361,0.008886399,-0.052185753,0.00591677,0.000509491
0.005394484,0.002122392,0.006967678,-0.005970167,0.008061805,0.007265258
-0.00945953,0.003527341,-0.04432939,-0.04908961,-0.014668849,-0.023166747
-0.004763534,0.00140746,0.025014103,-0.019048195,-0.000552563,-0.028574629
-0.001365188,0,0.046848296,-0.029270382,0.030214601,0.002507293
0.002728515,0.000702988,-0.001931834,0,-0.017036648,-0.021855655
-0.006835297,0.003507545,0.009895628,-0.086111692,0.011659568,-0.046414774
-0.002747254,0,0.007629465,-0.032909734,0.000943079,-0.083499806
0,0.006282743,-0.028636318,0.057777801,-0.03340946,-0.005973252
0.000687522,-0.003485539,-0.003077356,-0.032088315,-0.002369835,-0.075081785
-0.000687522,-0.002797205,0.015430903,0,0.011931329,-0.005233371
-0.004825931,-0.007732903,0.003167829,-0.090971778,0.0038541,0.357094455
0,0,-0.038549871,-0.040491361,-0.044095883,-0.00055325
-0.065690993,-0.037387532,-0.026942534,-0.025105921,-0.027953487,-0.024853674
-0.015619507,-0.011790851,-0.001175261,-0.047731403,-0.00103405,-0.029884295
0.002994014,0.004437877,-0.00191275,-0.088224233,-0.008013101,-0.053407416
-0.008255206,-0.01113184,0.000736106,-0.118390016,-0.004479625,-0.058519007
0.002258187,0.005210283,0.045033863,0.28357529,0.038172574,0.082194539
0.005997019,0.01107431,0.002669478,0.112740623,0.005888706,0.031350711
0.008928631,0.002200221,0.009495952,-0.014815086,0.000429523,0.009245055
-0.007434978,-0.0051414,-0.036949493,0.092592787,-0.031554781,-0.010527027
0.001491425,-0.017081737,-0.006946482,-0.034605529,-0.003700145,-0.055407844
0.025746181,0.022223137,0.051235204,0.208958916,0.059158192,0.03801096
-0.006557401,-0.000732869,-0.007339228,-0.086492031,-0.003219713,-0.018823159
-0.002195391,-0.00293686,-0.031197392,0.042689409,-0.037573165,-0.029384322
0.004385972,0.014598799,0.024923408,0.005952399,0.026434523,0.030329012
-0.002921843,-0.002176279,-0.039366178,0.017647517,-0.036677516,0.031749078
-0.005869423,-0.008752791,-0.044623703,0.037200284,-0.047746438,-0.011386309
0,-0.000732869,0.002582607,0.013947227,0.00446395,0.016684416
0.025428177,0.013110166,0.011764842,-0.019581045,0.006582496,0.052451276
-0.002154399,0.007209837,-0.00195122,-0.070204259,-0.000763184,-0.002976701
0.022041418,0.018505866,0.056941376,-0.015267472,0.053223024,0.203691041
-0.000703482,0.004222385,0.002975982,-0.110501915,0.00173586,-0.025208828
-0.008480616,-0.011299555,-0.012387145,-0.226585896,-0.016319756,-0.010239288
0.00141844,0.005665738,0.006568637,0.219689316,-0.00044082,0.017649776
0.014074828,0.023727561,0.006384359,0.111225635,0.007613507,0.041213147
0.005574927,0.002754823,-0.015822438,0.135850682,-0.020036027,-0.009879054
0,-0.003444716,0.029586701,0.13623045,0.03753087,-0.011149433
-0.006273984,0.001379311,0.000836587,-0.078471615,0.003291124,0.003337072
0.006968669,0.008236148,0.020553865,0.010152371,0.019242246,0.07282135
0.001387925,-0.003423488,0.011673812,0.017522351,0.014468811,-0.015077827
-0.00277778,0.004106782,0.014735699,-0.053515953,0.009622067,-0.037799732
-0.002785517,-0.000683294,0.030771659,0.015584731,0.018299392,0.018080472
-0.004192878,0.000683294,0.024456702,0.083999974,0.043627994,0.027397707
-0.007027436,-0.004792888,-0.007578665,0.086221175,-0.006838295,0.000673617
0.011220314,0.00820237,0.027018529,0.042559614,0.03122665,0.02585103
0.003480686,0.008135638,-0.002594997,0.036813973,-0.002261307,-0.004509136
0.006234866,-0.002704532,-0.008823769,-0.020284671,-0.007448119,-0.061649242
-0.009715552,-0.014320054,-0.018901772,-0.076633226,-0.021258324,-0.042542404
0.004869575,0.008888947,0.010628975,0,0.008506302,0.019143519
0,-0.003409482,-0.02627032,0.01536803,-0.026793123,0.007838396
0.005536346,0.007485574,0.031167059,-0.110456996,0.028331979,0.042581534
-0.00207254,0.005409073,-0.035699865,0,-0.037070285,0.095772488
0.036663984,0.019366215,0.032438038,0.052144514,0.037966859,-0.05878829
0.00332779,0.003301423,0.009006816,0.03628516,0.009936387,-0.014136476
0.006622541,0.000658979,-0.008253142,-0.043237679,-0.011473864,-0.009128961
0.011811161,0.005256254,-0.028529699,-0.084899444,-0.027559264,-0.018612913
0.004555817,0.006531702,0.026015239,-0.043991569,0.024734403,-0.010109893
-0.001949952,0.007135937,-0.005427593,-0.005305052,-0.003477816,-0.012652328
0.016134587,-0.001293661,0.001896694,-0.046266755,0.005789659,-0.024356195
-0.003848626,-0.001295337,-0.024424205,-0.102578873,-0.025071132,-0.038394622
0.009593934,0.004526358,-0.011849868,-0.255290577,-0.006201775,-0.017706899
0.020164514,0.005789659,0.035262951,0.323871841,0.044273345,0.038811722
0.000623636,0.007667769,0.005925756,0.074931017,0.006311558,-0.015062651
-0.001247661,-0.011523815,-0.02649499,-0.046520016,-0.023296834,-0.075344694
0.003738322,-0.000644122,-0.008295576,-0.144394505,-0.005683301,-0.013338288
-0.000622084,0.000644122,-0.004435176,0.204194928,0.003362217,0.020610294
-0.008122506,-0.00128866,-0.021273181,-0.043133371,-0.012993946,-0.033079891
0.006877176,0,0.031160084,-0.089267865,0.025566273,0.037432378
-0.001870908,0,-0.016971687,0,-0.016193645,-0.016317048
0.02100139,-0.002582313,0.016194686,0.283909907,0.01657603,0.039948477
-0.00551641,0.001937359,0.015426453,-0.025259667,0.011152061,-0.002208466
-0.001845586,-0.011028331,-0.022838229,0.082544049,-0.018699266,-0.018488417
-0.002466092,0.001303781,-0.002613697,-0.021645867,0.006144413,-0.033437539
-0.003710579,-0.00195631,-0.01330455,-0.008791265,-0.010777625,0.010126004
-0.002481391,-0.003269045,-0.020362391,0.053718607,-0.014160678,0.110051516
-0.001243008,-0.001310616,-0.01775033,0.064799993,-0.016357046,-0.00230738
0.004343786,0.002619517,-0.026806017,0.032789823,-0.037950075,0.008334939
-0.003100778,-0.001308901,-0.00184123,-0.048600429,-0.007348387,-0.028080128
-0.001243008,0.001308901,-0.009686685,0.037149922,0.00027828,-0.046325821
0.000621697,-0.000654236,-0.005454298,0.037669237,0.000139111,0.003749592
0.013580456,0.018158735,0.044476793,0.029145961,0.022828274,0.048306565
-0.001226994,0.002567396,0.009044875,0.05245958,0.002715548,0.018414212
0.000613685,0.010838487,-0.008081682,-0.013722342,-0.01035855,0.039316909
0.002450982,0.003797473,0.010534334,-0.040534183,0.006418595,-0.052459728
-0.00122474,-0.003163558,0.034114739,-0.001800181,0.026729145,0.010132212
0,0,0.01046719,0.035401927,0.011333806,0.004713622
0,0,0.023666699,0.027445977,0.013148663,0.003758226
0.086245152,0.053666901,0.002539039,0.016778917,0.004130104,0.044856793
0.007280906,0.005390849,0.00606752,-0.039021066,0.00501061,0.007289238
0.005564845,-0.001195457,0.000503969,0.006896579,-0.00128238,-0.011545878
0.025747793,0.058652512,0.026475973,0.04534782,0.027714523,0.049812318
0.038721358,0.047903461,0.002695089,0.016287005,0.005849062,0.043835014
0.014463062,0.003220615,0.016741869,0.044241022,0.016002311,-0.010342952
0.049522497,0.035276098,-0.006275666,0.149059357,-0.004651171,0.003825438
-0.013264749,-0.020382205,0.001693481,-0.135244863,-0.001719057,-0.050942908
-0.032674432,-0.02675387,-0.002420137,-0.128318522,-0.004927939,0.027804243
-0.019087502,-0.04889863,-0.021429829,-0.035277027,-0.020840587,-0.037714291
-0.006793859,-0.039494099,-0.014085618,0.007155666,-0.01256282,-0.015356822
0.010433063,0.011778699,-0.003899131,0.028121361,-0.006276841,0.00920913
0.025616155,-0.002931694,-0.004673791,-0.046107457,-0.002444517,0.020351179
-0.019924031,-0.011219486,-0.019949511,0.005429878,-0.017018923,0.002713579
-0.025079684,0.003556613,-0.020619287,-0.00361664,-0.023062652,-0.020744017
0.010002716,0.005311314,-0.02118808,0.026811257,-0.023744417,0.00437852
0.005224672,0.015187208,0.008716113,0.015748357,0.011739147,0.066865737
-0.007847281,0.00462696,-0.003075485,-0.026386755,-0.005442931,0.055498793
-0.005794064,-0.00288934,-0.013890049,-0.034454904,-0.014430265,0.02862884
-0.000528402,-0.00464038,-0.000271628,-0.018622512,-0.001523863,0.021646977
0.007372335,-0.003494471,-0.010514195,-0.011342277,-0.009332194,-0.06981084
-0.020138465,-0.087754201,0.05812645,0.03914759,0.06238465,-0.088082935
-0.005367699,-0.014758048,-0.003243176,0.007286007,-0.001842348,0.000249068
-0.017372858,-0.00194112,-0.051047127,-0.007286007,-0.051210108,0.009205621
-0.002192983,-0.003243597,-0.027448355,0.025272103,-0.035849168,0.00176359
-0.005503591,-0.014398154,0.010068607,0.021164811,0.007444558,0.001599383
0.006052288,0.003290559,0.025279544,-0.03372103,0.028404609,-0.03508941
-0.006052288,-0.029335437,0.010392158,-0.0108894,0.005668087,-0.040700735
-0.001104362,-0.010884461,0.010019455,0.009082715,0.007006004,0.009698949
0.016982057,0.026992192,0.02299556,0.02146773,0.035369787,0.028464921
0,-0.009364617,0.003760134,-0.032376929,0.007765751,-0.03746814
0.001628223,0.001343184,0.021762252,-0.012879663,0.019604653,-0.028611818
0.005408342,0.003350087,0.01007946,-0.057158414,0.005257433,-0.027757699
0,0.006666691,0.003379016,-0.035932009,0.005357156,-0.015646819
0.004305712,0.001328021,-0.018027592,-0.002034589,-0.017452002,0.00980524
0.001073537,0.00066335,0.014397824,0,0.010815092,0.013888544
0.005883943,0,-0.022316128,-0.014359221,-0.02332014,-0.01267699
0.001066098,0.002649008,0.021939882,-0.016667052,0.016896685,-0.048594723
0.022650428,0.004618946,-0.001255178,0.004192878,0.007575307,-0.015480549
-0.000520969,-0.032109782,0.016072108,-0.004192878,0.013593552,-0.011666932
-0.007322208,-0.000680041,-0.00868923,0.004192878,-0.008999364,-0.037639505
-0.006847538,-0.006825965,0.015954825,-0.047117923,0.017042639,0.003096649
0.00263922,-0.015183176,0.004285284,-0.019934215,0.007233756,0.018837264
-0.003696862,-0.022504466,-0.004285284,0.008908745,-0.006983443,-0.035595284
0.003169575,0.008498635,0.006969521,-0.015642777,0.007107705,0.018083521
-0.002640614,0.019553696,0.000365475,0.006734032,-0.002488182,-0.003963084
-0.002117523,0.00345185,-0.010284126,-0.027212564,-0.011148108,0.009884646
0.003702728,0.01028463,-0.018255707,-0.013889112,-0.019074841,0.020565486
0.000527844,0,0.029270382,-0.023585999,0.045060016,-0.05837586
-0.002113049,0,-0.019418086,-0.043909493,-0.019832083,-0.013651717
-0.001058201,0.001363327,0.008403411,0.002490661,0.008228447,0.029555201
0,0.00272109,0.005155283,0.014815086,0.00198462,0.015116094
0,-0.00135962,-0.017164094,-0.014815086,-0.013473258,-0.012174506
-0.000529521,-0.002042902,-0.000498318,-0.002490661,-0.000125604,0.010455298
0.002644805,0,-0.00625002,-0.022699588,-0.004027696,0.033486963
-0.002115284,0.009498036,0.029528367,-0.033725635,0.024787967,0.025622726
0.005279843,0.018066734,0.015822542,0.036273407,0.017319618,-0.054432867
0.014636958,0.001325381,0.012858851,-0.054915758,0.015716237,-0.009006911
0,0,0.021418105,0.054915758,0.022015134,0.001440262
0.023590838,0.034497401,0.002082129,0.056875648,0.00313899,0.046195526
0.005559782,-0.003846159,-0.010454271,-0.019418086,-0.006521509,0.011339827
-0.00404041,0.003846159,-0.005503205,-0.040005335,-0.009154994,-0.02030741
-0.000506201,0.006377573,-0.006714993,-0.005115101,0.000235793,0.059038003
-0.002534856,-0.015375063,-0.006284481,0.035268139,-0.000707547,-0.008826418
-0.006109999,-0.017584302,-0.003216778,-0.017478597,-0.000590005,-0.014076475
0.003059666,0.008505122,0.021485893,0.04434224,0.016738262,0.04462256
-0.004593016,-0.005225355,-0.004330785,0.00240674,0.011770272,-0.027934493
0.000511378,0.004573677,-0.044739727,-0.034233172,-0.034309083,-0.058061905
0.009160369,0.010376228,0.017751226,-0.022642477,0.00674439,0.001596637
0.02303557,0.038600173,-0.002413129,0.007604599,0.010557283,0.03481049
0.008871423,0.010497163,0.001327941,-0.002528446,-0.00035012,-0.028346689
0.002939738,-0.005543593,0.017341821,0.029927421,0.018274855,-0.002823822
0.019860183,0.031613575,-0.001661327,0.038558994,-0.004825377,0.10009952
0.006692186,0.020729199,-0.021245473,-0.011890747,-0.012166305,0.073903438
-0.019726403,-0.021327823,0.009538255,0.002389487,0.004420154,-0.04418725
0.017818916,0.016627461,0.023161556,0.011862535,0.008551999,-0.008081872
-0.008629008,-0.014235116,0.01051166,-0.073382546,0.006194812,-0.036065325
0,0,0.001393243,-0.02051354,0.017009141,-0.001113841
0.052976999,0.063081367,-0.040971868,0.025576842,-0.037459279,0.112970548
0,-0.006188487,-0.033555659,0.010050336,-0.036371967,-0.046101483
-0.034846731,0.027825947,-0.035886279,-0.007528266,-0.034231365,0.046088917
-0.022472856,0.002740479,-0.027319797,-0.015228721,-0.019734986,0.044104327
0.009624713,0.002732989,0.02355527,0.042559614,0.023361123,-0.024555028
-0.026694135,-0.014847674,-0.00678588,0.017011346,0.004607442,-0.018055344
-0.006910195,-0.022409901,-0.009472509,0.007202912,0.008782294,-0.012042914
0.000495172,0.002828856,-0.016930352,0.018957914,-0.013514557,-0.046620234
0.004938282,-0.006802747,-0.037952359,0.002344667,-0.037260334,0.044607392
0.001476742,0.003973891,-0.031636087,0.034525869,-0.03628127,-0.006491558
-0.021377896,-0.005681833,0.007610059,-0.032186686,-0.009991982,-0.013983958
0.007509422,0.005681833,-0.023591803,-0.038099846,-0.025425681,0.012426382
0.003485191,0.022409901,-0.003668114,0,-0.002229655,0.0264371
0.011366567,0.027324104,0.002935566,-0.009756175,-0.007140387,0.01813044
-0.003938951,-0.019048195,-0.051887437,0,-0.023025463,-0.048822718
-0.011411684,-0.009384557,0.098980217,0.026603746,0.031002554,0.002155445
0.007457156,-0.003333336,0.04162704,0.007134394,0.039896001,-0.03589593
0.00641819,-0.005020931,-0.007539077,0.021102776,-0.008609147,-0.00523702
-0.025418762,-0.006171128,-0.017723709,0.018391323,-0.0178564,0.016022578
-0.003033369,0.008963645,0.002472868,-0.016073825,0.014202069,0.026118102
0.002528446,0.017689792,0.023594315,0.031893364,0.022258897,-0.010181725
0.003025721,0.016304709,-0.043690619,0.030907537,-0.045024554,0.051727991
0.003518476,0.014981554,0.001678557,0.015102768,0.00041606,0.038380056
-0.002511933,0.028790264,0.004601556,0.046033232,0.002492731,0.033571534
0.000502892,0.02042972,0.034189027,-0.029047685,0.026882973,0.020871708
0.00451468,-0.009652094,0.014680632,-0.014846508,0.013640222,-0.030264973
0,-0.015950943,-0.02129022,0,-0.012563651,-0.036737573
0.008472515,0.00362413,0.014777271,0.054067221,0.011367558,0.061273836
-0.003479994,-0.00882435,0.024110252,0.039687748,0.045237763,0.078767146
-0.002493145,0.00104221,0.004675333,0.005819609,-0.005863624,-0.026865099
-0.002499376,-0.013106348,0.008515082,-0.003875974,0.007641402,-0.002280549
-0.007031671,-0.006883797,-0.008903859,-0.055902778,-0.009945256,-0.043924008
0.00301963,0.004241788,-0.016334894,0.006141268,-0.02294184,0.017367439
-0.003523789,0,0.000790202,-0.004089985,0.002618831,-0.011741577
0.005030192,0,0.032254593,-0.008230499,0.021347599,-0.011695116
-0.005030192,-0.005305052,-0.032649616,-0.033616611,-0.034908468,0.048301238
-0.002524616,0.004246291,-0.004487864,-0.03257617,-0.0057162,0.029632442
-0.007612318,-0.001590247,-0.035549724,0.002205073,-0.036244211,0.037192086
-0.005107263,-0.00798939,-0.01227517,0.038881788,-0.009584072,0.024996385
-0.005648282,-0.000534902,-0.001388696,0.027169905,-0.00279525,0.028840032
-0.007235174,-0.006979894,0.028630132,-0.018731037,0.028423547,-0.010232664
0.007235174,0.004837419,0.018862174,-0.032019811,0.016192501,0.011101095
0.000514801,0.003211994,0.008182704,-0.0557558,0.00945854,0.003409381
-0.001029866,-0.00535907,-0.015231074,0.013667639,-0.014019857,-0.009597568
-0.002579315,0,0.029326844,0.00900907,0.030196971,0.006446917
0.002579315,0.000537201,-0.00181606,-0.015819539,0.001564334,-0.042002089
0.001029866,-0.002150538,-0.004554631,0.009070357,-0.007583718,0.00708752
-0.005677435,-0.001615944,-0.001827677,0.028923039,-0.007509422,-0.057912564
-0.000517732,-0.001078749,0.010269834,0.006557401,0.007903097,-0.050365692
-0.004151537,-0.003784811,-0.013672978,0.023682485,-0.011214578,-0.080331405
-0.00208225,0.001623816,0.035294751,-0.006403437,0.03198915,0.057473277
0,0.001621184,-0.004185433,0.004273511,-0.004765901,0.032123344
0.001041667,0.001079331,0.00317239,-0.008565363,0.000645369,-0.039087922
-0.001041667,0,-0.01879971,0.01494158,-0.017835531,-0.017940159
-0.003131527,-0.001079331,-0.005177335,0.006335818,-0.000919903,0.01585208
0.006772623,0.00161856,0.015963264,0.0104713,0.01991605,0.046650876
-0.001038961,0,0.00699971,0.002081166,0.007575307,-0.027918443
-0.014132661,0.022388995,0.029983508,0.026668247,0.033210599,0.042326652
-0.003696862,0.004733114,0.015509867,-0.032924785,0.022753275,-0.003677738
-0.009035406,-0.002626742,-0.000363614,-0.002094242,-0.005822433,-0.004103463
