NCF_r,RCF_r,WTI_r,HH_r,Brent_r,NBP_r
0.006330471,-0.002839567,-0.007264687,0.045290759,-0.006390373,0.041309617
-0.011849483,-0.025439337,-0.002941029,-0.076665882,0.002074596,-0.050525585
-0.002557546,-0.017656172,-0.008465551,-0.078715567,0.005212558,0.018312056
0.00425895,0.004935844,-0.013093645,-0.008658063,0.004561113,0.023609895
0.005086912,-0.003452531,0.014833399,0.042559614,0.022149593,0.005355459
-0.001692764,-0.004456556,-0.009348263,0.024692613,0.011713292,0.012613472
0.001269841,-0.008973141,0.016987719,0.055350095,0.002584426,0.03293599
-0.000846382,-0.009054388,0.002533571,-0.047252885,0.00831089,-0.037381316
-0.000847099,0,0.010871861,0.008032172,0.011790289,0.00282503
-0.002120892,-0.007099421,-0.012087174,0.003992021,-0.010852162,-0.01244599
0.000848896,-0.001527884,0.017180309,-0.036515213,0.005271225,-0.044492066
0.000848176,0.00609758,0.004274148,0.02449102,0.00194841,-0.007624603
0.000847458,-0.001013685,0.0098698,0.023905521,0.006495447,0.022237315
0,0.003037977,0.004996337,-0.02794593,0.009872905,0.005481284
0.00084674,0.002524616,0.009144033,0.077860322,-0.004422386,0.003924196
-0.002542374,0.002015114,0.02495946,-0.015094626,0.017244665,0.002193589
0.002119094,0.001006036,0.001038373,-0.011472401,0.010140748,0.023028998
-0.000847099,0.000502639,0.013587802,0.030305349,0.005841328,0.006664194
0,-0.001005531,0.017986926,-0.030305349,0.014854342,0.01333333
-0.030109801,0.013490087,-0.008261475,-0.019418086,-0.010415092,0.027349375
-0.008771986,-0.016008346,-0.017668304,-0.04409532,-0.021325894,-0.012627093
-0.012411507,-0.015244198,0.00458652,0,0.009090599,-0.020405194
-0.007611409,-0.007194276,0.015567401,0.004089985,0.02845165,-0.013327189
-0.004504512,-0.004134373,-0.01930992,-0.028987537,-0.020412956,-0.016656201
-0.006340601,0.002069323,0.000187459,-0.029852963,0.001212366,-0.005808902
-0.006381061,0,-0.018826534,-0.004338402,-0.014810263,-0.019988964
0,0.006695879,0.013752766,-0.026433257,0.017391743,0.013801072
-0.00688234,0.00767071,0.004605055,0,0.010578717,0.043670715
-0.008786184,-0.005107263,0.007007737,-0.01348335,0.004295608,-0.013445972
-0.005122246,-0.004104675,-0.009918674,-0.018265348,-0.005093119,-0.016997919
-0.002805051,0.000514007,0.00337965,-0.009259325,0.006996371,0.006528915
0.003738322,-0.006185587,-0.011404997,-0.009345862,-0.009952708,0.017767908
-0.001867414,-0.001034661,-0.002847923,-0.028573372,-0.011427776,-0.003459141
0.001400887,0.001034661,0.01734093,-0.029413885,0.0181269,0.010486557
0.000932836,0.003612907,0.009855044,0.062671107,-0.000795165,0.025464206
-0.00326874,-0.001546791,-0.022548553,0.023095715,-0.012728827,-0.000804905
0.00326874,0.00103146,0.011197482,0.009090972,0.00064433,-0.014108935
0.000466092,-0.001547589,-0.017843287,-0.009090972,-0.00857125,-0.025458803
-0.001398928,-0.002067184,0.013717636,-0.056352937,0.016031277,-0.010245677
-0.001400887,0,0.005995334,0.042559614,0.004147067,0.013656337
0,0.00464517,0.002332199,-0.032944156,-0.000875831,0.011565527
0.001867414,0.002571357,-0.018052389,-0.019324273,-0.011053376,0.022265567
-0.001867414,0.009711295,-0.025074564,-0.014742282,-0.014358389,-0.009713156
0,0.007095823,0.002332136,-0.009950331,0.003995602,0.024213743
0.02263899,0.022966561,0.021318265,-0.061875404,0.020539565,-0.026769762
-0.009178587,-0.014918228,-0.011755284,0.031416196,-0.004554724,-0.012565434
-0.013927802,-0.014635638,-0.024228867,0.06001801,-0.020389056,-0.017669212
-0.001871783,0.000508259,0.017186245,-0.039609138,0.00887014,-0.00218401
0,0,-0.008165691,0.005037794,-0.006176371,0.004917423
-0.003284075,-0.006627605,-0.013066944,0,-0.023006581,-0.010391968
-0.009442941,-0.006671824,0.015114627,-0.041031397,0.002499376,0.016205152
0.000474271,-0.002061856,0.009983121,-0.021164811,0.012650547,0.020657527
-0.00380048,0.006172859,-0.008231296,0,0.000985464,-0.007314793
-0.013416588,-0.006688988,0.000777605,0.005333346,-0.026195835,-0.026713328
-0.007748223,-0.001549987,0.012648008,0.005305052,0.000842247,0.004716744
0.006782972,-0.001034661,-0.015274852,-0.010638398,-0.006842688,-0.006737165
-0.004840281,-0.004149384,-0.002633762,-0.010752792,0.00025427,0.004867714
0.001454546,0.003113651,0.01165288,-0.016349138,0.006420025,0.013741811
-0.004856736,-0.001036807,-0.008726905,0.037740328,-0.000421106,-0.00778416
0.005341115,0.001036807,0.004082035,0.041456714,-0.004643906,-0.009332341
-0.001938925,-0.001555613,0.00599557,0.010101096,0.00809175,-0.004636752
0,0,0.008066109,0.053802706,0.006693465,0.004211678
-0.000970874,-0.001038422,0.002865058,-0.024097552,-0.000750782,0.015076109
-0.021601233,-0.054442472,0.000286055,0.024097552,-0.003008778,0.001828033
0.001983144,-0.020505013,0.012129401,0.086614473,0.001589094,0.011563562
-0.011958289,-0.007305455,-0.00870311,0.008695707,-0.012276283,-0.018634451
0.00150263,0.006745388,-0.025890479,-0.008695707,-0.018098496,-0.011750884
-0.002505639,-0.003929278,-0.040492973,0.004357305,-0.025300137,0.009402282
0,0,-0.006417134,0,-0.000176725,0.002351486
-0.000501882,-0.019881371,-0.007487598,-0.013129291,-0.003807167,-0.023038106
0.001504891,0.00686109,-0.003403293,0.038881788,0.004160587,0.011212009
-0.001504891,0.001707942,0.003094381,0,-0.004160587,-0.004058457
0.000501882,0.004540303,-0.011080733,0.004228336,-0.00417797,-0.012277912
-0.003015078,-0.005109293,-0.013418799,0.016736792,-0.006165413,-0.011984662
-0.003529119,-0.000569314,-0.008266262,-0.01252626,0.005987239,-0.01187977
-0.002528446,-0.00628394,-0.012744483,0.049190244,-0.004733208,-0.011923802
0.003033369,-0.00057323,-0.002698183,0.039220713,-0.038508408,-0.019850292
-0.004046541,-0.004597709,-0.01108466,-0.015504187,-0.00326143,-0.019246662
-0.004572017,-0.004618946,0.011516859,0.015504187,0.015466852,-0.005460953
-0.003570522,-0.008718451,-0.012282096,-0.019418086,-0.003682906,0.0087459
-0.009240312,-0.00409477,-0.022562337,0.019418086,-0.026640824,-0.022049527
0.003089601,0,0.010681009,0.022814678,0.009334847,0.008158783
0.012771566,0.015702562,0.003093925,-0.038318864,0.002624427,-0.008754049
-0.065554265,0.023382873,0.001212856,-0.023716527,-0.001405087,0.027832276
-0.006525309,0.005060455,-0.033160874,-0.044997366,-0.030551984,-0.048657514
-0.002184599,-0.008448375,-0.014571998,-0.021142437,-0.015584225,0.028997009
-0.002189382,-0.002265007,-0.039488895,-0.043675064,-0.034351855,0.002271169
0,0,0.009334678,0.03509132,0.004257914,0.000650322
0,0,0.004279098,0.02972618,-0.000101168,-0.000910569
-0.011019395,-0.009683926,0.008738837,0.008333382,0.018047412,0.021204361
-0.009462915,-0.004014918,-0.003179653,-0.03375848,-0.007079852,-0.001158872
-0.01011813,-0.0028777,-0.008290939,-0.048361072,-0.00461385,-0.006793985
-0.002828856,-0.008683123,-0.018001206,0,-0.014888612,0.001420925
0.000566412,-0.007586847,0.009281089,-0.022780028,-0.008814242,-2.02E-05
0.003955925,0.003508776,-0.009523307,0.004597709,-0.00010295,-0.006814889
-0.013628831,-0.000583942,0.015265637,0.009132484,-0.001030078,-0.000731473
0.004563613,-0.004097167,0.002382939,0.103540679,0.005959738,0.01367319
-0.007426484,0.007013471,-0.009205636,0.004089985,-0.016111058,-0.00835482
0.004576667,0.000582242,0.008729502,0.055569851,-0.003023828,-0.004502555
0.000570613,0.004066227,-0.035508123,0.003853569,-0.032584469,0.004552353
0.001140251,-0.001740644,-0.039635307,-0.047252885,-0.038043286,0.006714402
0.004548046,0.007521007,0.018062053,0.008032172,0.019422396,-2.71E-05
-0.000567376,-0.000576535,-0.007211114,0.076961041,0.000329688,-0.003496428
0,0,0.007337161,0,0.021845133,0.006461218
0.003399437,0.002304148,0.011653537,0.061060257,0.005146912,0.014848681
0,-0.001151411,-0.032283328,-0.021127546,-0.02315369,-0.016232925
0,-0.001152738,0.09000911,-0.025226563,0.068116831,0.023390201
0.016825972,0.037911188,-0.015643836,-0.003656311,-0.004714573,0.002563075
0.002777008,0.003879196,0.046899998,0.018149319,0.033737166,0.018234936
-0.01283858,-0.008331067,-0.007206208,0.042259809,0.000198629,0.003059266
-0.001124227,-0.00055788,-0.0319598,0.013698844,-0.025241423,-0.014247275
-0.003380285,-0.003353832,0.018321123,-0.052367986,0.0214607,0.020104169
-0.007932053,-0.00617806,-0.023669047,0.028270434,-0.023703768,-0.041839963
-0.006849342,-0.003386008,0.023087009,-0.053680149,0.022806236,-0.016159673
-0.001719691,-0.00737592,0.001628854,0.039644831,0.008345801,0.003716246
0.004579287,0.004545462,0.013050945,0.017513582,0.013073367,0.007933481
0.002281804,0.001133145,0.014354313,0.013793322,0.011167875,-0.004479507
-0.002853069,0.004519782,0.007437492,-0.031306905,0.004336311,-0.005954546
0.006266042,0.004499445,0.00905287,0.003527341,0.011092101,-0.008348825
-0.001136364,-0.000561325,0.031755652,0.051469335,0.024794659,0.002622859
0.001704062,-0.002248455,-0.013236604,0.013289232,-0.009038873,0.001035092
-0.011989867,-0.013597943,-0.042274738,0.006578971,-0.033988707,-0.020639091
0.005727393,0.013597943,0.005793825,0.035430437,0.001548288,0.000850047
0.002281804,0.001686815,0.005873069,0.009448889,0.009239719,0.006416089
0.004548046,0.001122965,0.006734032,-0.018987912,0.008395394,0.018107276
0.002832061,0.014484933,0.00813239,-0.009630893,0.011429775,-0.003093909
0.007887365,0.02242369,-0.003668097,0.012820688,-0.002539147,-0.008924912
0.011715615,0.019813232,-0.019339483,0.01892801,-0.012125954,0.023337674
0.000554477,0.003176286,0.010278511,0,0.009863509,-0.010338205
-0.008349617,-0.011161423,-0.020090341,-0.012578782,-0.000566412,-0.006891483
0.003348217,0.006924129,0.046811816,-0.082418946,0.028302019,0.004880529
0.019857244,0.00845671,0.009798663,-0.003442344,0.005583794,-0.001686066
0.005989672,0.00367744,0.014840578,0.03056265,0.022117805,0.022923667
0.014016402,0.004708353,-0.003100446,-0.006711435,0.001249219,0.012318491
-0.009142306,-0.001566989,0,-0.027305451,0.009584738,0.00527372
-0.004331355,-0.002617117,-0.004830149,-0.01745245,-0.002387586,0.007916002
0.004331355,0.005227403,-0.001938611,-0.024956732,0.005738263,0.002720704
-0.001081081,-0.003133162,0.006875833,0.007194276,0.003778065,-0.001572745
-0.003793015,-0.012102226,0.010119927,0.010695289,0.019281473,-0.02106435
-0.003262646,-0.001589404,0.013788966,-0.014285957,0.005575824,0.002046835
-0.002727027,-0.000530363,0.003547953,-0.029199155,-0.027667521,0.01554393
-0.000546299,-0.00159278,0.000312451,0.018349139,-8.79E-05,0.015570743
0.001638002,0.002653225,0.005400366,0.018018506,0.008233383,0.009261105
-0.002731496,-0.002122017,0.003515306,0,0.00235243,0.006146512
0.000546896,-0.002658869,-0.010583207,0.003565066,0.000869868,-0.003669182
-0.001094092,0.001064396,-0.000939212,0,-0.012423607,-0.002538799
0,0,-0.002508887,-0.003565066,-0.011777865,-0.00075935
-0.000547495,-0.001064396,0.007923311,-0.032670782,0.002846471,-0.009401435
-0.002741981,0,-0.008342071,-0.026169718,-0.000355366,0.004638083
0.000548998,0,-0.009363069,0.029852963,0.000976953,-0.002397823
0.007109683,0,0.0194689,0,0.016900323,0.0381457
-0.00601259,-0.013941245,-0.011782629,0.032552603,-0.003409839,0.01353018
0.001643386,-0.002703435,0.000314614,0.021127546,-0.009592189,0.002012412
-0.002191782,-0.000541565,0.00219953,-0.006993035,0.003530765,0.010011427
0.000548396,-0.000541859,0.008646338,-0.043017385,0.006674302,-0.002677223
-0.002195391,-0.007617012,0.00114031,-0.025975486,0.004889558,-0.00735946
-0.004957322,-0.008225986,0.005269968,0.058410762,0.005125766,-0.005278471
0,-0.006629859,-0.000103066,0.048452383,0.00484095,0.012200347
-0.006092514,-0.006116227,0.013106884,0.01675081,0.008073564,0.016037463
0,0.00389647,0.006489579,-0.023530497,-0.002055147,0.012535006
0,-0.001111729,-0.024866976,-0.03813287,-0.024909077,-0.013814162
0.00554018,-0.002227172,-0.013141616,-0.032318791,-0.015587952,-0.007941746
0.001104362,0.002227172,-0.035042577,-0.014706147,-0.034877752,-0.004899688
-0.005534048,-0.002227172,0.001846723,0.021978907,0.016864115,0.007014672
0.003877047,0,0.005411854,0,0.012553789,0.010148453
-0.010558587,-0.002232144,-0.010416761,0.021506205,-0.014555245,-0.019473568
0.001674575,0,-0.006675811,0.007067167,0.00581133,0.005590776
-0.00055788,0,-0.012708055,0.027779564,-0.003718994,-0.006775107
0,0,0.021671823,0.030356462,0.017744217,0.001615672
-0.001116695,0,0.003150978,0.022989518,0.003386813,0.045641352
-0.038148662,-0.027755959,0.002816598,0.03509132,-0.001781103,-0.003623669
0,0.001721665,-0.006076408,0.00625002,-0.005541666,0.004651824
-0.003488376,-0.002296212,-0.0409898,0,-0.030948133,0.00273654
0.004648469,0.00630194,0.038919744,0.0062112,0.039960016,0.008001835
0,0.005694776,-0.02004914,0.009245058,-0.004986653,0.017100952
-0.00290276,0.001135074,-0.004907985,-0.024845999,-0.001786991,0.000366275
-0.009345862,-0.001135074,0.032887209,0,0.023684387,-0.011808059
-0.010026625,-0.006837633,-0.012850008,0.024845999,-0.001485819,0.006198287
-0.008931289,-0.006309169,0.010358267,0.006116227,0.011998057,-0.006184335
-0.003594971,-0.006928434,-0.003912623,0.030032287,-0.009464752,0.002655174
-0.011470093,-0.011069149,0.000108891,-0.008915364,0.010242256,-0.010529921
0.002425714,0.007586847,0.002501225,-0.024170361,-0.006323926,0.01571842
0.014432,0.008106588,-0.000325892,-0.009216655,-0.01620781,0.010880778
-0.005387622,-0.000576868,-0.000434688,0.012270093,-0.007090971,0.00302086
0.002398083,0.001729606,-0.021978907,0.044716839,-0.020489574,0.031877242
-0.004200426,0,-0.019069563,0.017341475,-0.00637583,0.027972875
-0.00120337,-0.000576203,-0.018863091,-0.043930929,-0.010933087,-0.011580775
0.002405293,-0.001153403,-0.014648018,0.026589454,-0.003701994,-0.014471623
0,0,0.002339456,-0.01173034,0.00591663,-0.010704217
0,-0.000577201,0.002916644,-0.002954212,0.009723063,0.022148501
0.005390849,-0.021004273,-0.003734832,0.005899722,-0.001004612,-0.009683755
0.003577821,0.007050558,0.001518958,0.005865119,-0.003294896,0.000582065
-0.004773279,0.001170275,0.00674892,0.023122417,-0.003489764,-0.009352935
-0.002395211,0.004085211,0.009464521,0,-0.00488773,-0.004745859
-0.006013247,0.002907824,-0.025008573,-0.028987537,-0.023288403,-0.011819836
0.005413547,0.008673081,0.00867837,-0.017804625,0.019212437,-0.017693633
-0.001801261,0.011448322,0.034205102,0.020741484,0.030532536,0.016006713
-0.000601142,-0.006280352,-0.047606031,0.017442303,-0.039015458,-0.004952623
0.012548716,0.006849342,0.006722913,-0.005780363,0.004017383,0.000964966
0.00592068,0.000568666,0.011802649,-0.035401927,0.019848332,0.004351803
0.003535655,0.006798893,-0.006059212,0.020803128,-0.003021012,0.000202635
-0.008269391,-0.001695395,-0.002106003,0.048790164,-0.007454137,0.002714524
0.001777778,0,0.01094944,0.024897552,0.01239287,-0.006457514
0.0041359,0.008448375,-0.010129911,-0.008230499,0.012421394,0.019150214
0.008805458,0.004476784,0.013599326,-0.047964059,-0.018460944,0.004771161
-0.0017549,-0.002235887,0.027667274,0.047964059,0.024927645,0.001469594
-0.005283253,-0.002240897,-0.02951613,-0.002758622,-0.01688299,-0.005717776
-0.001767305,-0.002808202,0.007145357,-0.008321823,0.009334428,0.011477988
0.007635867,0.005049099,-0.000804182,0,0.004679634,0.018762968
0.001753874,0,0.003098287,0.043603637,-0.004138557,-0.025964729
-0.000584283,0.001677384,-0.005399519,0.005319161,-0.009511372,-0.000361162
0.002918006,0,-0.008212411,-0.016043125,-0.003281979,-0.001171135
0.000582581,0,0.017728103,-0.027324104,0.011349829,-0.005618256
0.000582242,0,0.010216913,-0.042439183,0.004234431,0.017862391
0.102270765,0.039435559,0.001692716,-0.005797118,-0.002790909,0.024694921
-0.005797118,-0.004845232,-0.007355887,-0.017595762,-0.009784459,0.005657273
-0.002116403,-0.007040376,-0.007753745,0.008836582,-0.009421519,0.013385291
-0.006909408,-0.010379771,-0.021872075,0.020320002,-0.016494073,-0.01973506
-0.005883943,-0.006611594,-0.000234028,-0.04405999,-9.34E-05,-0.001615511
-0.000536625,-0.00443214,-0.003634449,0.005988042,0.002892468,-0.023753273
-0.005921955,-0.007244389,0.002580647,0.011869576,0.006315615,-0.006335781
-0.007044191,-0.01011813,0.011531198,-0.017857617,0.013700734,0.005007389
0.009740337,0.003947003,-0.011179807,-0.018182319,-0.014627003,-0.006118381
0.009646377,0.011192059,0.010832323,-0.037387532,0.011425537,0.009659823
-0.002670229,0.004441984,0.004507896,0.015748357,-0.013930757,-0.004477276
0.002136753,0.00442234,0.008612329,0.027736755,0.011086588,0.005434723
0.001066667,0.002203858,0.018465549,-0.012232568,0.013868835,0.003663804
-0.001066667,-0.004412583,0.007492347,0.030305349,-0.001450853,-0.005107528
-0.002671655,-0.002767785,-0.017532479,0.020680205,-0.011224282,-0.015963954
0,0.00166159,0.001019888,-0.035718083,-0.001561281,-0.026843035
0,0,0.027040754,0.015037877,0.020649299,-0.000372001
0.000534902,0,0.002202402,-0.012012156,-0.002433859,-0.008252015
0.000534616,-0.003325945,-0.002753761,0.026827242,-0.00162587,0.00260433
0.002135612,-0.001111111,0.012822796,0.00878483,0.004419797,0.014243494
0.011665032,-0.002783191,0.014164696,-0.038637793,0.012165818,0.002909525
-0.004755623,-0.012338911,-0.001826877,-0.033901552,-0.002938429,0.013874531
0.006335818,-0.001129306,0.001612124,0.003129893,-0.007428989,0.004642846
-0.00686562,-0.013079515,0.000858738,0.030771659,0.000808226,0.024049361
-0.010119927,-0.007469153,0.00010729,-0.027651531,0.004835686,-0.01346757
-0.001071237,0,-0.001395674,-0.022048137,-0.001609299,0.009916514
-0.000536049,-0.001731602,0.007812122,-0.019293203,0.001162531,-0.007137944
0.00428037,-0.001156069,-0.002241077,0.0319516,-0.011234558,0.002090126
-0.000534045,-0.003476249,0.007132622,0.063948725,0.011145181,-0.005738913
-0.003210276,-0.00116144,-0.010771714,0.00294551,-0.014222942,-0.010235315
-0.000536049,0,0.010877787,0.00878483,0.002806575,0.014602466
0.001071811,0.005793759,0.012752452,0.00291121,0.004420196,0.013366751
-0.001071811,-0.001156069,0.001255887,0.028655256,0.007085549,-0.030123986
0,-0.003476249,0.005007835,0.025105921,0.004725612,-0.0133929
-0.001072961,-0.00116144,-0.010776981,-0.027934777,0.003374481,-0.001067962
0,0.00116144,0.003046061,0.008462674,0.004246291,-0.015365389
0.001072961,0.000580215,-0.002099738,-0.040119994,0,0.020419781
0.022270274,0.017821685,0.008372629,-0.050985555,0.00176398,-0.007438999
0,-0.00686109,0.017255168,-0.034432196,0.007724758,-0.004162445
0.001048218,-0.00287274,0.003680986,0.03135053,0.004710817,-0.000321851
-0.002622608,-0.00982951,-0.003373719,0.027398974,0.005641152,-0.014893687
0.002098637,0.002321533,-0.00194762,0.002998503,0.010417209,0.011403178
0.002094242,-0.000579878,-0.012908735,-0.021180822,-0.00998459,0.009540796
0.005736652,0.005206838,0.004873253,0.021180822,0.007926976,-0.008981258
0.001558847,0.000576868,-0.002485503,0.020741484,0.001800644,-0.009800893
-0.00625002,0.004028782,-0.006240919,-0.00588237,0.00435954,0.00620324
0.003129893,0.018213366,-0.001357348,-0.039102726,0.014059688,0.001973812
-0.006269613,-0.008496228,0.01349128,-0.018576386,-0.006497091,-0.016294267
0.001571092,-0.003418807,0.004833163,0.030771659,0.004476548,0.006439485
-0.004720701,-0.000570939,-0.00462702,-0.003034904,0.000505519,0.002797096
0,-0.001714776,0.00277878,0.003034904,-0.006083155,0.006801067
-0.002632273,-0.00114482,-0.013971767,-0.033901552,-0.002885515,-0.012157328
0.000527009,0.003430535,0.007682762,0.01246122,-0.001190578,-0.009600723
0,0.000570613,-0.018475553,0.03348867,-0.016472576,-0.006449668
0.003681308,-0.000570613,-0.022695556,-0.015083242,-0.018068837,0.006264971
-0.00790518,0.000570613,0.003550109,-0.00609758,0.005008138,0.005228965
-0.012243965,0.01920963,-0.004089105,0.044850566,0.002975411,0.010491532
-0.006448169,0.001118568,-0.001186816,0.011628038,-0.01523252,-0.012979073
0.008588351,-0.002238389,0.002264518,0.008633147,-0.007480665,0.00924656
0.007454774,0.015012792,-0.008762971,-0.002869442,-0.004389705,-0.007892489
-0.002124271,-0.007200253,-0.014447006,0.017094433,-0.008837644,-0.011524209
-0.007470686,-0.016251408,-0.006414532,-0.002828856,-0.002811921,0.01187513
-0.002681686,-0.004530019,0.008286882,0.027934777,0.013712439,0.010429591
-0.003766483,-0.005691535,-0.004521651,-0.016667052,-0.004940056,-0.000977969
-0.004321995,0.003987473,0.011648483,-0.008438869,0.000810045,0.003637833
-0.003253799,-0.002276609,0.005230479,0.008438869,-0.002702704,-0.010923427
-0.002175096,-0.000569963,0.000651891,0.019418086,-0.005699568,0.006484182
0.00488733,0.002277905,0.004010628,0.019048195,-0.005184894,0.002062663
-0.000541859,-0.006849342,0.000324482,0.002691792,-0.010358987,-0.000505871
-0.000542152,-0.002293579,0.006037754,0.005361943,0.008259201,-0.002775656
0.003788908,-0.002298852,0.004932457,0.039323546,0.003648973,-0.010684106
-0.003246756,-0.004613618,0.002350428,0.022872662,-0.002826793,0.008502539
-0.005434796,-0.009875189,-0.013645122,-0.005037794,-0.018990246,0.012730583
-0.007109683,-0.001168224,0.008295227,0.002522069,0.011750147,0.009162347
0.005473467,-0.002340551,-0.008078894,0.010025147,-0.011564031,0.006437294
0.002181026,0.001755927,0.010222287,0,0.001766374,0.019329773
0.001088732,-0.002341921,0.012130389,0.017305747,0.004725951,0.041261061
-0.001633542,0.001171646,0.015115224,-0.022305758,0.010941129,0.006225532
-0.008757582,-0.002931694,0.005609821,0.022305758,0.003013013,-0.018002762
-0.003303968,0.002931694,0.007328309,-0.012330612,0.003003962,-0.076987455
-0.040523271,-0.086798498,-0.001440774,-0.015000281,0.009588495,0.003882989
-0.001724634,-0.000638774,0.001337931,0.024876905,-0.003517161,-0.020438747
0.008593579,0.023367025,-0.02299191,-0.017348638,-0.032877158,0.019860448
0.004553224,0.00993797,-0.018696104,-0.015113638,-0.007214836,0.002594635
0.003967135,0.007389196,-0.005375779,0.010101096,-0.021097428,0.008735926
0.001130582,0,0.006447476,0.049029427,0.005172921,-0.017840371
-0.002262444,-0.011724911,0.008744857,-0.024214258,0.014889554,0.015206786
0.002262444,0.004953571,0.004343917,-0.002453989,-0.004150558,0.000314905
0.003384098,0.007997582,-0.012232243,0.009780029,-0.014472308,0.006798424
0.006734032,0.00732604,-0.023935729,0.024039619,-0.011187309,-0.002031775
-0.013513719,-0.005489492,-0.027560362,0.004739345,-0.026733779,-0.001608709
-0.001702128,0.00609758,-0.000225378,-0.009501259,-0.00479282,0.004410685
-0.006837633,-0.00732157,-0.023721035,0.011862535,-0.022470581,-0.018581305
0.00228441,0,0.013526112,-0.002361276,0.01463292,-0.005328951
-0.002856329,0.005496197,0.002388129,0.034846731,0.005231927,-0.005848291
0.001143511,0.002433091,0.008708,-0.011481182,0.007398554,-0.012473373
0.007401115,0.004243717,0.004493885,-0.013953715,-0.00079721,-0.008612132
-0.010262348,-0.003029387,0.020635301,-0.004694844,0.014056854,0.003167876
0.000572902,0.001212856,0.023870071,-0.014218249,0.016379424,0.012228594
-0.004017222,-0.003034904,-0.006885449,-0.00718566,-0.002420488,-0.009503884
-0.001726619,0.031710704,0.015638708,0.028437935,0.006281124,0.009486327
0.002301497,-0.01125271,-0.00928948,0.004662013,-0.013968604,-0.018929885
0,-0.010176682,-0.026964017,0.002322881,-0.02392364,0.003387664
-0.001150086,0.002403847,0.032099915,-0.006984895,0.028601555,-0.010637805
0.006880761,0.007177064,0.016406825,-0.07267119,0.012944539,0.01100061
0,0,0.005757671,-0.012642393,0.012115579,-0.001157482
0.001712818,-0.001789443,-0.00544276,-0.012804272,-0.010102059,0.004814238
0.000570288,0,0.010025147,-0.00516797,-0.000574878,-0.003134914
0,0.000596837,-0.001559819,0.002587324,0.001245151,-0.012926248
-0.003998863,-0.005984458,-0.002918189,0.007722046,-0.005374809,-0.013942561
0.000572246,-0.009044379,-0.011019684,-0.007722046,-0.010545253,-0.000138128
0.001143511,0.002419844,-0.008478219,0.015384919,-0.002141954,0.005443435
0.001142205,-0.000604412,-0.000106434,0.02512695,0.0104713,0.000311915
0.000570613,-0.004848494,0.009533971,-0.004975135,0.001156738,0.016954491
0.000570288,-0.004261802,0.009130567,-0.030382084,0.008059917,-0.010778725
0.000569963,0.000609942,0.005937208,0.052577816,0.001527884,0.025544039
-0.000569963,0.001827597,-0.007714801,0.007290433,-0.008528632,-0.002920882
-0.000570288,-0.001218027,-0.016567677,0.007237667,-0.012687207,-0.005745388
0.001709889,0.000609199,0.00148857,-0.00240674,-0.001560671,0.004145209
-0.000569638,0,-0.00297936,0,0.001950459,-0.010849845
-0.002853069,-0.001218769,0.008594673,0.0095924,0.015372275,-0.006824229
0.002283106,0.001218769,-0.016189511,-0.0095924,-0.017420357,0.003516871
-0.000570288,-0.000609199,0.004713453,-0.007255171,-0.002345813,0.002957683
0.000570288,0,-0.017682401,-0.024571261,-0.017771225,-0.002960677
-0.012622084,-0.046781215,0.015970988,-0.004987542,0.016498275,-0.012916253
-0.000577534,-0.007692346,-0.000535418,0,0.011495499,-0.004136185
-0.001734606,0,0.003208216,-0.00250313,-0.001939112,0.007891527
-0.00813485,-0.005161302,0.011148387,-0.015151805,0.005516588,0.005459706
-0.00233645,-0.001942377,0.014673778,-0.036273407,0.009127219,-0.003842642
-0.012356733,-0.009768883,-0.003021937,0.015707129,-0.005851055,0.001669771
-0.004747783,-0.013175421,-0.003345184,-0.020998147,-0.009569451,0.005140826
-0.001786246,-0.001991371,0.005013589,-0.00798939,0.005134426,0.007603782
-0.001789443,-0.010016778,0.00705983,-0.002677378,0.007316871,0.001747271
0,-0.003361348,0.012031612,0.008010724,0.015986638,0.019249179
0.000596837,-0.001347709,0.000306607,0.005305052,-0.004351946,-0.007154207
-0.00119403,0.003365873,0.006112488,0.031252544,0.005201203,-0.019137852
0.000597193,0.002014099,-0.00223691,0.007662873,0.000942774,-0.002517294
-0.003588521,0.001340483,-0.034695138,-0.007662873,-0.038128208,-0.00444199
-0.003601444,-0.002011399,-0.011446866,-0.012903405,-0.012213291,-0.010752036
-0.002408189,-0.001343184,0.013342002,-0.010443959,0.002474391,-0.001884855
0.000602591,0.003354582,0.001891552,-0.010554188,0.000988045,0.00807528
0,-0.002011399,0.002307048,-0.013351333,0.003942445,-0.014086509
0,0.000670916,0.015898916,0.002684565,0.011345975,0.001435206
0,0,-0.006619801,-0.043842638,-0.006439675,0.022486698
-0.075684748,-0.011467242,0.016263869,-0.014104606,0.008188777,0.006568193
0.007767029,-0.002037352,0.017309,0.016901811,0.009661911,-0.004257166
-0.002582313,0.006099646,0.022524145,-0.011236073,0.016781477,0.008808393
-0.005184717,0.012756131,0.011414201,-0.005665738,0.018362892,-0.026265181
0,-0.00200334,-0.000582185,0.036266178,-0.002695795,0.003896356
-0.00130039,0.000668226,0.004164857,0.01089929,0.003530946,-0.001097516
-0.005218538,-0.003345604,0.028114493,0,0.006471916,0.005366759
0.006518928,0.004013383,-0.015532086,-0.013642776,-0.007214238,0.017436788
0.000649562,0,0.013556637,0.00820798,0.012545133,-0.013747772
0.001946157,0.002666668,-0.003017731,0.005434796,0.00283766,0.003808287
0.001295337,-0.000666001,0.00480521,-0.005434796,-0.007247406,0.005025732
